_key	r	g	b	hue	sat_1	value	lumo	sat_2	red	green	blue	yellow	cyan	magenta	orange	indigo	black	white	unknown	grey
007 - The World Is Not Enough.jpg	128	98	67	30.49	0.48	1	0.38	0.31	2560	0	0	1141	0	0	6148	0	12951	2181	43071	129
10,000 Bullets.jpg	57	47	42	20	0.26	0	0.19	0.15	0	0	0	0	0	0	24	0	26886	1531	41227	1973
1000xRESIST.jpg	180	146	195	281.63	0.25	1	0.67	0.29	918	0	1758	9	0	1	15	40	883	12570	42530	670
13 Sentinels - Aegis Rim.jpg	142	137	144	282.86	0.05	1	0.55	0.03	0	0	0	0	0	0	0	0	3874	10405	41622	1578
20XX.jpg	98	100	123	235.2	0.2	0	0.43	0.11	368	0	701	813	141	34	1028	291	3483	1725	42643	557
24 Killers.jpg	71	58	59	355.38	0.18	0	0.25	0.1	19	0	21	253	0	0	628	18	23124	213	42875	325
3000th Duel.jpg	90	84	121	249.73	0.31	0	0.4	0.18	0	0	50	0	0	0	0	0	12582	7823	42869	331
30XX.jpg	53	87	123	210.86	0.57	0	0.35	0.4	24	0	1	353	1374	0	826	0	1966	307	43095	105
8 Doors.jpg	110	106	104	20	0.05	0	0.42	0.03	0	0	0	0	0	0	0	0	14545	10838	30148	13052
9 Hours, 9 Persons, 9 Doors.jpg	81	72	67	21.43	0.17	0	0.29	0.09	9	0	0	0	0	0	2	0	14663	976	40904	2296
9 Monkeys of Shaolin.jpg	103	53	32	17.75	0.69	0	0.26	0.53	1273	0	0	0	0	0	291	0	8455	2011	42958	242
9 Years of Shadows.jpg	66	59	82	258.26	0.28	0	0.28	0.16	100	0	29	443	39	9	1799	117	10810	161	43110	90
A Dance of Fire and Ice.jpg	47	57	70	213.91	0.33	0	0.23	0.2	194	0	0	0	0	0	5	0	12371	653	42371	829
A Hat in Time.jpg	144	146	144	120	0.01	1	0.57	0.01	111	0	0	1129	92	0	240	26	563	5888	42492	708
A Highland Song.jpg	89	107	115	198.46	0.23	0	0.4	0.13	1	0	0	1	0	0	491	0	777	1590	42635	565
A Juggler's Tale.jpg	82	138	111	151.07	0.41	1	0.43	0.25	0	0	0	0	0	0	0	0	5674	376	42317	883
A Little to the Left.jpg	229	154	142	8.28	0.38	1	0.73	0.63	0	0	0	0	0	0	0	0	0	3748	42953	247
A Monster's Expedition.jpg	146	169	134	99.43	0.21	1	0.59	0.17	388	0	0	253	0	0	1964	0	83	5742	43182	18
A Plague Tale - Innocence.jpg	167	168	170	220	0.02	1	0.66	0.02	0	0	0	0	0	0	0	0	8090	23624	37833	5367
A Plague Tale Requiem.jpg	55	44	36	25.26	0.35	0	0.18	0.21	0	0	0	0	0	0	0	0	28331	173	42763	437
A Short Hike.jpg	186	155	77	42.94	0.59	1	0.52	0.44	216	0	0	1416	0	0	20020	0	28	2764	43150	50
A Space For the Unbound.jpg	124	124	142	240	0.13	1	0.52	0.07	0	0	0	0	0	0	0	0	4	839	41618	1582
A Story about my Uncle.jpg	175	147	131	21.82	0.25	1	0.6	0.22	0	0	0	41	5	0	76	0	837	8208	42596	604
A Total War Saga - Troy.jpg	69	46	37	16.88	0.46	0	0.21	0.3	0	0	0	0	0	0	7	0	21731	245	42998	202
A Way Out.jpg	82	83	76	68.57	0.08	0	0.31	0.04	0	0	0	1165	0	0	220	0	16279	452	38499	4701
Abandon Ship.jpg	56	66	70	197.14	0.2	0	0.25	0.11	0	0	0	0	0	0	29	0	19280	129	41837	1363
ABRISS - build to destroy.jpg	46	88	91	184	0.49	0	0.27	0.33	34	0	0	1	0	0	15	0	11622	3252	41959	1241
Abyss Odyssey.jpg	51	36	35	3.75	0.31	0	0.17	0.19	0	0	0	0	0	0	0	0	27990	601	41454	1746
Abzu.jpg	58	126	169	203.24	0.66	1	0.45	0.49	0	0	0	0	129	0	0	0	3850	587	43185	15
Ace Attorney Investigations - Miles Edgeworth.jpg	140	104	107	355	0.26	1	0.48	0.15	2	0	0	89	0	0	59	0	4446	5078	42256	944
Ace Attorney Investigations Collection.jpg	128	100	112	334.29	0.22	1	0.45	0.12	25	0	0	0	0	0	5	0	5522	4299	42205	995
Ace Combat 7 - Skies Unknown.jpg	146	166	197	216.47	0.26	1	0.67	0.31	0	0	0	0	0	0	0	0	4	10536	43181	19
Active DBG Braves Rage.jpg	222	208	216	325.71	0.06	1	0.84	0.18	174	0	0	0	12	0	33	0	354	29374	42701	499
Actraiser Renaissance.jpg	97	87	89	348	0.1	0	0.36	0.05	28	0	0	0	0	0	0	0	13890	3756	41692	1508
Adore.jpg	123	139	126	131.25	0.12	1	0.51	0.06	1	1	0	1	0	0	15	0	804	3465	41576	1624
Advance Wars - Days of Ruin.jpg	111	84	99	326.67	0.24	0	0.38	0.14	50	0	0	0	0	0	99	47	9283	3194	42524	676
Advance Wars - Dual Strike.jpg	110	89	99	331.43	0.19	0	0.39	0.11	1526	0	0	13	0	0	1016	0	2536	1142	42974	226
Advance Wars 1+2 - Re-Boot Camp.jpg	163	160	137	53.08	0.16	1	0.59	0.12	868	0	0	166	3	0	1267	0	1058	10801	42812	388
Advent Rising.jpg	229	191	109	41	0.52	1	0.66	0.7	41	0	0	2405	0	0	20595	0	0	9149	43200	0
Aeterna Noctis.jpg	116	58	34	17.56	0.71	0	0.29	0.55	120	0	0	41	0	0	1340	0	7026	1077	43170	30
After Us.jpg	65	71	72	188.57	0.1	0	0.27	0.05	0	0	0	0	0	0	0	0	23540	3914	38375	4825
Afterimage.jpg	148	101	117	339.57	0.32	1	0.49	0.19	0	0	0	0	0	0	0	0	808	7117	42642	558
Afterparty.jpg	78	19	77	301.02	0.76	0	0.19	0.61	251	0	1	0	0	1427	0	114	20603	315	43200	0
Against the Storm.jpg	92	78	57	36	0.38	0	0.29	0.23	0	0	0	0	0	0	9	0	14459	23	42933	267
Age of Empires II - The Age of Kings.jpg	127	140	154	211.11	0.18	1	0.55	0.12	595	0	0	0	0	0	44	0	334	6616	42016	1184
Age of Empires III.jpg	166	153	128	39.47	0.23	1	0.58	0.18	7	0	0	0	0	0	38	0	1640	12818	40367	2833
Age of Wonders - Shadow Magic.jpg	118	132	119	124.29	0.11	1	0.49	0.06	0	0	0	1667	0	0	1137	0	4275	2195	42830	370
Age of Wonders 2 - The Wizard's Throne.jpg	109	83	91	341.54	0.24	0	0.38	0.14	1099	0	134	1	0	0	828	0	6669	636	42051	1149
Age of Wonders 3.jpg	132	89	52	27.75	0.61	1	0.36	0.43	18	0	0	138	0	0	1846	0	7658	446	43027	173
Age of Wonders 4.jpg	76	86	104	218.57	0.27	0	0.35	0.16	0	0	0	0	17	0	0	0	12100	4177	42003	1197
Age of Wonders Planetfall.jpg	63	73	84	211.43	0.25	0	0.29	0.14	0	0	0	0	43	0	0	0	17497	1912	42153	1047
Age of Wonders.jpg	46	31	41	320	0.33	0	0.15	0.19	34	0	150	0	0	0	16	0	27493	140	43156	44
Agent A - A Puzzle in Disguise.jpg	69	31	58	317.37	0.55	0	0.2	0.38	289	0	0	0	0	0	0	6	20438	1350	43023	177
Aggressive Inline.jpg	98	81	76	13.64	0.22	0	0.34	0.13	27	0	0	0	0	0	65	0	14365	3266	39044	4156
Aidyn Chronicles - The First Mage.jpg	102	85	77	19.2	0.25	0	0.35	0.14	11	0	0	0	0	0	25	0	11998	786	41229	1971
Airborne Kingdom.jpg	170	133	122	13.75	0.28	1	0.57	0.22	0	0	0	0	0	0	0	0	263	1827	43047	153
Akane.jpg	105	45	53	352	0.57	0	0.29	0.4	5230	0	0	0	5	0	26	0	10425	866	43033	167
Akimbot.jpg	92	125	113	158.18	0.26	0	0.43	0.15	0	0	0	40	0	0	173	0	2412	3244	42934	266
Alan Wake's American Nightmare.jpg	128	100	72	30	0.44	1	0.39	0.28	31	0	0	2432	0	0	416	0	9085	257	41556	1644
Alan Wake.jpg	50	60	69	208.42	0.28	0	0.23	0.16	0	0	0	0	0	0	0	0	25401	2280	43040	160
Alba - A Wildlife Adventure.jpg	139	179	172	169.5	0.22	1	0.62	0.21	82	0	0	1126	7383	0	452	0	414	3316	42291	909
Alder's Blood.jpg	45	26	26	0	0.42	0	0.14	0.27	0	0	0	0	0	0	0	0	31130	1538	42162	1038
Alex Kidd in Miracle World DX.jpg	176	157	135	32.2	0.23	1	0.61	0.21	1398	0	0	1978	163	0	3686	0	182	6127	43105	95
Alien Isolation.jpg	30	38	15	80.87	0.61	0	0.1	0.43	0	0	0	0	0	0	0	0	32705	234	42848	352
Aliens Dark Descent.jpg	58	65	73	212	0.21	0	0.26	0.11	3	0	0	0	4	0	0	0	20918	1750	41792	1408
Aliens Infestation.jpg	77	77	30	60	0.61	0	0.21	0.44	0	0	0	3177	0	0	173	0	22245	485	43001	199
Alpha Protocol.jpg	179	186	188	193.33	0.05	1	0.72	0.06	0	0	0	0	4	0	0	0	5399	26639	39696	3504
Alundra 2.jpg	68	67	88	242.86	0.24	0	0.3	0.14	29	0	0	0	0	0	42	0	5210	208	41223	1977
Alundra.jpg	78	86	127	230.2	0.39	0	0.4	0.24	33	0	0	0	0	0	83	0	1128	385	42289	911
American Arcadia.jpg	167	142	127	22.5	0.24	1	0.58	0.19	1569	0	0	295	154	0	2470	0	2954	11616	42668	532
American Fugitive.jpg	189	168	146	30.7	0.23	1	0.66	0.25	4	0	0	157	0	0	356	0	2902	14835	42283	917
Amid Evil.jpg	90	65	54	18.33	0.4	0	0.28	0.25	0	0	0	2	0	0	57	0	5821	211	41440	1760
Amnesia - Rebirth.jpg	48	38	28	30	0.42	0	0.15	0.26	4	0	0	0	0	0	141	0	29466	1631	41802	1398
Amnesia The Bunker.jpg	32	29	23	40	0.28	0	0.11	0.16	0	0	0	0	0	0	0	0	34195	505	42328	872
Amnesia The Dark Descent.jpg	61	69	73	200	0.16	0	0.26	0.09	0	0	0	0	0	0	1	0	20123	3137	40484	2716
Anachronox.jpg	93	107	103	162.86	0.13	0	0.39	0.07	0	0	0	0	2	0	1	0	13384	3016	41675	1525
Anger Foot.jpg	103	91	104	295.38	0.12	0	0.38	0.07	1460	10	0	51	11	0	74	73	1898	348	43052	148
Animal Crossing - New Leaf.jpg	99	149	119	144	0.34	1	0.49	0.2	135	17	0	83	135	0	1040	0	398	886	42969	231
Animal Crossing - Wild World.jpg	109	128	97	96.77	0.24	1	0.44	0.14	129	0	0	16	1	0	2658	0	547	1622	42751	449
Animal Well.jpg	36	44	67	224.52	0.46	0	0.2	0.3	0	0	0	0	0	0	0	0	21229	2584	42656	544
Anna's Quest.jpg	87	73	58	31.03	0.33	0	0.28	0.2	0	0	0	0	0	0	7	0	15619	84	41518	1682
ANNO - Mutationem.jpg	101	103	142	237.07	0.29	1	0.48	0.17	158	49	16	0	2278	121	178	14	3203	4013	43178	22
Anomaly Agent.jpg	168	137	158	319.35	0.18	1	0.6	0.15	0	0	0	1	0	0	1	0	955	7549	42341	859
Anomaly Collapse.jpg	143	146	154	223.64	0.07	1	0.58	0.05	0	0	0	16	0	0	46	0	1211	10087	39567	3633
Another Crabs Treasure.jpg	88	171	186	189.18	0.53	1	0.54	0.42	295	0	0	6	7373	0	265	0	560	2973	42789	411
Another World.jpg	119	108	94	33.6	0.21	0	0.42	0.12	0	0	0	0	0	0	0	0	5355	3	41699	1501
Ape Escape.jpg	126	114	95	36.77	0.25	0	0.43	0.14	4499	5	0	30	0	0	426	0	2885	748	41109	2091
Ape Out.jpg	103	88	48	43.64	0.53	0	0.3	0.36	1083	0	0	3382	0	0	7926	0	1830	0	43108	92
Apollo Justice - Ace Attorney Trilogy.jpg	146	124	109	24.32	0.25	1	0.5	0.15	276	0	0	524	0	0	1764	0	1817	3461	41837	1363
Apollo Justice - Ace Attorney.jpg	129	89	86	4.19	0.33	1	0.42	0.2	666	0	0	67	0	0	100	0	10406	8076	42457	743
Apotheon.jpg	79	50	20	30.51	0.75	0	0.19	0.6	89	0	0	0	0	0	5352	0	24453	0	43188	12
Aquaria.jpg	60	171	192	189.55	0.69	1	0.49	0.52	0	0	0	0	11447	0	0	0	1737	2077	43132	68
Ara Fell.jpg	142	166	191	210.61	0.26	1	0.65	0.28	47	41	1	0	2	0	0	0	21	4725	42575	625
Aragami 2.jpg	71	89	118	217.02	0.4	0	0.37	0.25	220	0	0	0	8	0	0	0	8325	4631	42997	203
Aragami.jpg	113	108	117	273.33	0.08	0	0.44	0.04	222	0	0	0	114	0	0	0	14429	12357	41117	2083
Arc the Lad II.jpg	161	96	110	347.08	0.4	1	0.5	0.26	3292	0	0	73	0	0	64	4	3483	5089	43180	20
Arc the Lad III.jpg	171	150	133	26.84	0.22	1	0.6	0.18	482	0	0	9	0	0	187	0	4577	10882	41746	1454
Arc the Lad.jpg	93	86	125	250.77	0.31	0	0.41	0.18	84	0	0	1	0	0	36	0	7175	885	42722	478
Arise - A Simple Story.jpg	159	144	88	47.32	0.45	1	0.48	0.29	0	0	0	31	0	0	30	0	0	3	43200	0
Armello.jpg	106	119	134	212.14	0.21	1	0.47	0.12	0	0	0	28	0	0	51	4	5179	2474	42618	582
Armored Core - For Answer.jpg	113	96	71	35.71	0.37	0	0.36	0.23	0	0	0	114	0	0	670	0	14210	3150	41824	1376
Armored Core - Formula Front.jpg	139	140	157	236.67	0.11	1	0.58	0.08	6	0	3	92	3	0	75	0	3897	15226	35209	7991
Armored Core - Master of Arena.jpg	88	75	64	27.5	0.27	0	0.3	0.16	52	0	0	49	0	0	277	0	20364	3507	42157	1043
Armored Core - Project Phantasma.jpg	44	44	45	240	0.02	0	0.17	0.01	0	0	0	0	0	0	0	0	30472	1931	41705	1495
Armored Core - Verdict Day.jpg	59	53	56	330	0.1	0	0.22	0.05	37	0	0	0	0	0	51	0	26682	1100	38885	4315
Armored Core 4.jpg	105	122	114	151.76	0.14	0	0.45	0.07	0	0	0	11	0	0	56	0	10118	5166	42178	1022
Armored Core V.jpg	131	109	83	32.5	0.37	1	0.42	0.22	0	0	0	0	0	0	862	0	13787	6408	42887	313
Armored Core VI Fires of Rubicon.jpg	128	80	84	355	0.38	1	0.41	0.23	2483	0	0	0	0	0	117	0	11067	3292	41949	1251
Armored Core.jpg	109	92	65	36.82	0.4	0	0.34	0.25	1153	0	0	137	0	0	1699	0	8946	1207	41911	1289
ARMS.jpg	151	157	128	72.41	0.18	1	0.56	0.13	1006	0	0	4242	2051	0	1158	0	2797	1483	42722	478
Army Men - Air Combat.jpg	168	151	112	41.79	0.33	1	0.55	0.24	615	0	0	375	0	0	2297	0	4381	6616	42074	1126
Army of Ruin.jpg	106	82	114	285	0.28	0	0.38	0.16	0	0	26	2216	0	108	1279	100	3882	148	43149	51
Arranger - A Role-Puzzling Adventure.jpg	165	170	164	110	0.04	1	0.65	0.03	6	0	0	150	12	35	155	1	4081	15011	41261	1939
art of rally.jpg	187	123	113	8.11	0.4	1	0.59	0.35	5045	0	0	0	0	0	388	0	0	11405	43096	104
As Far as the Eye.jpg	193	156	146	12.77	0.24	1	0.66	0.27	153	0	0	0	0	0	8	0	1533	2317	43055	145
Ash of Gods - The Way.jpg	83	48	37	14.35	0.55	0	0.24	0.38	42	0	0	0	0	0	156	0	18703	2	43111	89
Ash of Gods Redemption.jpg	94	60	28	29.09	0.7	0	0.24	0.54	36	0	0	0	0	0	26	0	4844	20	43200	0
Ashen.jpg	130	137	138	187.5	0.06	1	0.53	0.03	0	0	0	0	0	0	0	0	6104	6556	33344	9856
Aspire - Ina's Tale.jpg	143	145	123	65.45	0.15	1	0.53	0.09	26	8	0	24	10	14	195	0	5215	10119	41483	1717
Assassin's Creed - Brotherhood.jpg	170	163	164	351.43	0.04	1	0.65	0.04	68	0	0	0	0	0	0	0	3443	18798	38887	4313
Assassin's Creed - Odyssey.jpg	153	151	141	50	0.08	1	0.58	0.06	1	0	0	11	0	0	13	0	3009	9764	39840	3360
Assassin's Creed - Origins.jpg	138	130	109	43.45	0.21	1	0.48	0.12	4	0	0	32	0	0	168	0	2680	1347	42182	1018
Assassin's Creed - Revelations.jpg	82	90	92	192	0.11	0	0.34	0.06	17	0	0	0	0	0	0	0	17303	6240	40561	2639
Assassin's Creed - The Ezio Collection.jpg	144	146	143	100	0.02	1	0.57	0.01	0	0	0	0	0	0	0	0	7519	12933	37853	5347
Assassin's Creed Chronicles.jpg	161	160	163	260	0.02	1	0.63	0.02	4	0	0	0	0	0	0	0	8045	21322	36962	6238
Assassin's Creed II.jpg	176	158	153	13.04	0.13	1	0.65	0.13	94	0	0	0	0	0	0	0	4785	21826	42054	1146
Assassin's Creed III.jpg	157	159	157	120	0.01	1	0.62	0.01	0	0	0	0	0	0	0	0	3329	15221	36763	6437
Assassin's Creed IV - Black Flag.jpg	160	159	154	50	0.04	1	0.62	0.03	1	0	0	0	0	0	0	0	5272	17670	39612	3588
Assassin's Creed Rogue.jpg	125	143	150	196.8	0.17	1	0.54	0.11	0	0	0	0	0	0	0	0	3880	10113	41707	1493
Assassin's Creed Syndicate.jpg	103	98	90	36.92	0.13	0	0.38	0.07	0	0	0	0	0	0	17	0	7468	3828	33568	9632
Assassin's Creed Unity.jpg	125	127	124	100	0.02	0	0.49	0.01	0	0	0	0	0	0	0	0	7714	9390	36146	7054
Assassin's Creed Valhalla.jpg	148	149	153	228	0.03	1	0.59	0.02	0	0	0	0	0	0	0	0	5680	17445	37226	5974
Assassin's Creed.jpg	116	139	153	202.7	0.24	1	0.53	0.15	0	0	0	0	0	0	0	0	5904	12668	41313	1887
Assemble with Care.jpg	191	158	159	358.18	0.17	1	0.68	0.2	0	0	0	0	0	0	0	0	5310	4692	42694	506
Astalon - Tears of the Earth.jpg	92	73	68	12.5	0.26	0	0.31	0.15	238	0	92	7	0	0	530	0	15466	3316	42840	360
Asterigos - Curse of the Stars.jpg	74	72	83	250.91	0.13	0	0.3	0.07	52	0	0	0	4	0	34	0	12216	2032	40712	2488
ASTLIBRA Revision.jpg	158	133	108	30	0.32	1	0.52	0.2	2	0	0	0	0	0	32	0	4093	2655	42600	600
Astral Ascent.jpg	100	102	116	232.5	0.14	0	0.42	0.07	0	0	0	35	0	0	8	0	826	2383	39212	3988
Astral Chain.jpg	84	84	122	240	0.31	0	0.4	0.18	2	0	333	0	0	0	0	24	6333	2246	41105	2095
Astrologaster.jpg	71	80	80	180	0.11	0	0.3	0.06	0	0	0	0	0	0	13	0	8343	7	42158	1042
ASTRONEER.jpg	93	146	163	194.57	0.43	1	0.5	0.28	1	0	27	0	96	0	0	0	1131	2155	43099	101
Asura's Wrath.jpg	137	87	72	13.85	0.47	1	0.41	0.31	2589	0	0	0	0	0	487	0	6822	3662	42358	842
Atari 50 - The Anniversary Celebration.jpg	83	73	40	46.05	0.52	0	0.24	0.35	0	0	0	1039	0	0	833	0	23808	1820	41973	1227
Atelier Ryza - Ever Darkness & the Secret Hideout.jpg	158	145	138	21	0.13	1	0.58	0.09	151	0	0	0	0	0	13	0	340	5862	40118	3082
Atelier Ryza 2 - Lost Legends & the Secret Fairy.jpg	169	152	136	29.09	0.2	1	0.6	0.16	1	0	0	49	0	0	111	0	724	6480	39287	3913
Atelier Ryza 3 - Alchemist of the End & the Secret Key.jpg	153	155	148	77.14	0.05	1	0.59	0.03	82	0	0	85	0	0	0	0	276	5845	41388	1812
Attack on Titan.jpg	88	62	44	24.55	0.5	0	0.26	0.33	586	0	0	2	0	0	450	0	16897	1402	40953	2247
Aurion Legacy of the Kori-Odan.jpg	60	33	15	24	0.75	0	0.15	0.6	213	0	0	7	0	0	437	0	14157	22	43199	1
Automachef.jpg	156	151	147	26.67	0.06	1	0.59	0.04	138	0	0	30	0	0	66	0	86	3977	40534	2666
Aviano.jpg	122	133	126	141.82	0.08	1	0.5	0.04	116	0	0	335	0	0	1137	0	1986	583	42406	794
Axiom Verge 2.jpg	162	138	136	4.62	0.16	1	0.58	0.12	0	0	0	0	269	0	0	0	1850	3456	40498	2702
Axiom Verge.jpg	38	34	46	260	0.26	0	0.16	0.15	42	0	0	0	0	0	0	0	29644	738	43102	98
Ayre.jpg	160	160	166	240	0.04	1	0.64	0.03	8	0	0	24	0	0	63	0	212	1649	39681	3519
Aztez.jpg	130	130	130	-1	0	1	0.51	0	0	0	0	0	0	0	0	0	15461	15547	31008	12192
Baba is You.jpg	36	26	27	354	0.28	0	0.12	0.16	1035	0	0	0	0	0	8	0	35995	1809	42628	572
Backbone.jpg	57	42	51	324	0.26	0	0.19	0.15	297	0	0	4	0	0	108	0	16760	0	42979	221
Balatro.jpg	124	98	106	341.54	0.21	0	0.44	0.12	4922	0	0	0	55	0	2	0	889	2664	41767	1433
Baldur's Gate - Dark Alliance II.jpg	69	105	134	206.77	0.49	1	0.4	0.32	3	0	0	0	0	0	1	0	3133	2361	42048	1152
Baldur's Gate - Dark Alliance.jpg	141	110	93	21.25	0.34	1	0.46	0.21	779	0	0	0	0	0	1057	0	11446	8396	43041	159
Baldur's Gate II Enhanced Edition.jpg	64	45	32	24.38	0.5	0	0.19	0.33	0	0	0	0	0	0	31	0	20270	37	43004	196
Baldur's Gate.jpg	115	93	72	29.3	0.37	0	0.37	0.23	11	0	0	60	0	0	53	0	942	0	43089	111
Baldurs Gate 3.jpg	64	76	94	216	0.32	0	0.31	0.19	24	0	4	0	240	0	46	0	7005	191	42226	974
Ballance.jpg	141	113	121	342.86	0.2	1	0.5	0.11	32	0	0	0	0	0	0	0	3655	1173	43178	22
Band Hero.jpg	198	184	140	45.52	0.29	1	0.66	0.34	3551	0	0	3188	0	0	3702	0	733	13444	43056	144
Bang-On Balls - Chronicles.jpg	139	137	139	300	0.01	1	0.54	0.01	370	22	20	261	132	0	1505	0	2950	5691	42670	530
Bangai-O Spirits.jpg	124	118	112	30	0.1	0	0.46	0.05	197	0	0	251	0	0	1009	0	5268	6274	31760	11440
Banishers Ghosts of New Eden.jpg	30	32	35	216	0.14	0	0.13	0.08	0	0	0	0	0	0	13	0	33074	332	41612	1588
Banjo-Kazooie.jpg	102	77	72	10	0.29	0	0.34	0.17	2815	0	0	913	2	0	516	0	8257	986	42859	341
Banjo-Tooie.jpg	161	120	93	23.82	0.42	1	0.5	0.27	2655	0	2282	2809	15	4	3096	1	2165	741	42972	228
Banner of the Maid.jpg	184	174	173	5.45	0.06	1	0.7	0.07	73	0	0	0	0	0	33	0	176	15201	41225	1975
Barista Simulator.jpg	120	97	79	26.34	0.34	0	0.39	0.21	11	1	24	0	0	0	404	0	7492	4000	40219	2981
Bastion.jpg	153	148	121	50.63	0.21	1	0.54	0.14	17	0	0	119	0	0	437	0	3864	12123	42234	966
Baten Kaitos - Eternal Wings and the Lost Ocean.jpg	101	79	94	319.09	0.22	0	0.35	0.12	58	0	0	0	0	0	335	0	6357	636	42631	569
Baten Kaitos - Origins.jpg	62	79	96	210	0.35	0	0.31	0.22	47	0	0	145	17	0	689	0	8379	743	42983	217
Baten Kaitos I & II HD Remaster.jpg	194	178	167	24.44	0.14	1	0.71	0.18	5	0	4	0	3	0	20	0	402	15049	42679	521
Batman - Arkham Origins.jpg	135	143	153	213.33	0.12	1	0.56	0.08	0	0	0	0	0	0	0	0	8663	10964	42969	231
Batman - The Enemy Within - The Telltale Series.jpg	62	57	54	22.5	0.13	0	0.23	0.07	1	0	0	0	0	0	1	0	19569	275	35522	7678
Batman - The TellTale Series.jpg	198	198	198	-1	0	1	0.78	0	0	0	0	0	0	0	0	0	7136	32388	39524	3676
Batman Arkham Asylum.jpg	72	89	100	203.57	0.28	0	0.34	0.16	0	0	0	0	0	0	4	0	13960	3812	41849	1351
Batman Arkham City.jpg	144	143	143	-1	0.01	1	0.56	0	0	0	0	0	0	0	0	0	11222	16674	28584	14616
Batman Arkham Knight.jpg	89	83	76	32.31	0.15	0	0.32	0.08	0	0	0	0	0	0	0	0	19914	5231	40533	2667
Batman Vengeance.jpg	82	34	54	335	0.59	0	0.23	0.41	961	0	0	0	0	0	0	0	21472	1082	42113	1087
Batora Lost Haven.jpg	88	57	71	332.9	0.35	0	0.28	0.21	16	0	339	0	0	255	683	69	10694	1064	43173	27
Battle Chasers - Nightwar.jpg	68	91	69	122.61	0.25	0	0.31	0.14	75	3	0	100	9	0	1067	0	9830	99	42772	428
Battle Chef Brigade.jpg	187	173	104	49.88	0.44	1	0.57	0.38	101	0	3	11553	0	0	620	0	3452	1526	41848	1352
Battle Realms - Winter of the Wolf.jpg	79	37	25	13.33	0.68	0	0.2	0.52	843	0	0	145	0	0	1696	0	21604	1426	42716	484
Battletoads.jpg	94	72	44	33.6	0.53	0	0.27	0.36	1186	1	0	1782	0	0	738	0	9223	239	43066	134
Bayonetta 2.jpg	103	129	150	206.81	0.31	1	0.5	0.19	0	0	0	56	0	0	10	0	3158	2962	42417	783
Bayonetta 3.jpg	87	32	41	350.18	0.63	0	0.23	0.46	1570	0	6	0	0	5	0	52	15026	226	42731	469
Bayonetta Origins Cereza and the Lost Demon.jpg	59	54	69	260	0.22	0	0.24	0.12	79	0	0	0	0	0	10	0	12557	163	42805	395
Bayonetta.jpg	98	126	156	211.03	0.37	1	0.5	0.23	0	0	0	0	2	0	0	0	4742	3226	42299	901
Beacon Pines.jpg	64	67	94	234	0.32	0	0.31	0.19	384	0	0	0	0	0	22	0	4602	331	43108	92
Beacon.jpg	14	22	22	180	0.36	0	0.07	0.22	0	0	0	0	1	0	0	0	39191	0	42441	759
Bear and Breakfast.jpg	102	101	82	57	0.2	0	0.36	0.11	611	0	21	30	0	0	1829	0	3588	1907	42832	368
Bears In Space.jpg	140	135	120	45	0.14	1	0.51	0.08	259	0	0	2386	0	0	3961	0	150	1009	42446	754
Beasts of Maravilla Island.jpg	57	73	59	127.5	0.22	0	0.25	0.12	0	0	0	12	0	0	34	0	19113	1057	42300	900
Beat Cop.jpg	97	66	91	311.61	0.32	0	0.32	0.19	169	0	2	0	0	0	337	7	7859	1084	42880	320
Beautiful Desolation.jpg	90	109	109	180	0.17	0	0.39	0.1	0	0	0	6	1	0	3	0	9000	1438	40892	2308
Before we Leave.jpg	136	119	130	321.18	0.12	1	0.5	0.07	998	0	0	5	139	0	307	0	211	2812	42460	740
Behind the Frame - The Finest Scenery.jpg	206	187	144	41.61	0.3	1	0.69	0.39	0	0	0	840	0	0	51	0	336	8142	43170	30
Bendy and the Ink Machine.jpg	63	43	18	33.33	0.71	0	0.16	0.56	0	0	0	727	0	0	958	0	26643	0	43196	4
Besiege.jpg	135	147	138	135	0.08	1	0.55	0.05	0	0	0	0	0	0	0	0	2221	5462	40800	2400
Between Horizons.jpg	87	78	85	313.33	0.1	0	0.32	0.05	23	0	0	0	5	0	144	0	9689	1563	40916	2284
Beyond - Two Souls.jpg	115	126	135	207	0.15	1	0.49	0.08	0	0	0	0	0	0	0	0	9716	10260	39567	3633
Beyond Good & Evil.jpg	83	85	84	150	0.02	0	0.33	0.01	4	0	0	0	0	0	0	0	13580	1451	38264	4936
Binary Domain.jpg	97	104	103	171.43	0.07	0	0.39	0.03	15	0	0	0	0	0	1	0	14845	6598	39687	3513
BIOMORPH.jpg	38	34	52	253.33	0.35	0	0.17	0.21	0	0	11	0	444	0	0	0	20519	1077	43100	100
BIOMUTANT.jpg	100	126	130	188	0.23	1	0.45	0.13	0	0	0	0	567	0	2	0	6126	3798	38184	5016
Bioshock - Infinite.jpg	137	118	104	25.45	0.24	1	0.47	0.14	499	0	0	98	3	0	573	0	5694	3615	41283	1917
Bioshock 2.jpg	55	65	56	126	0.15	0	0.24	0.08	0	0	0	101	0	0	35	0	20496	600	42696	504
Bioshock.jpg	91	96	81	80	0.16	0	0.35	0.08	0	0	0	2	0	0	0	0	15411	4848	41907	1293
Biped.jpg	125	143	146	188.57	0.14	1	0.53	0.09	0	0	0	36	1	0	1352	0	1366	2756	40893	2307
