_key	r	g	b	hue	sat_1	value	lumo	sat_2	red	green	blue	yellow	cyan	magenta	orange	indigo	black	white	unknown	grey
ENCODYA.jpg	43	72	77	188.82	0.44	0	0.24	0.28	0	0	0	0	109	0	1	0	20497	3028	42388	812
ENDER LILIES Quietus of the Knights.jpg	121	107	107	0	0.12	0	0.45	0.06	534	0	0	0	0	0	11	0	9263	7663	39085	4115
Endless Legend.jpg	183	195	205	207.27	0.11	1	0.76	0.18	0	0	0	0	0	0	0	0	1336	20571	42794	406
Endless Space 2.jpg	57	82	88	191.61	0.35	0	0.28	0.21	0	0	0	0	0	0	0	0	14179	1844	41964	1236
Endling - Extinction is Forever.jpg	65	80	156	230.11	0.58	1	0.43	0.41	0	0	1298	0	396	0	0	13	1230	4275	43192	8
Enslaved - Odyssey to the West.jpg	114	118	89	68.28	0.25	0	0.41	0.14	0	0	0	0	0	0	19	0	6949	2860	42350	850
Enter the Matrix.jpg	22	35	23	124.62	0.37	0	0.11	0.23	0	0	0	0	0	0	0	0	32482	763	42080	1120
Epic Chef.jpg	132	143	144	185	0.08	1	0.54	0.05	862	0	0	314	525	0	821	2	506	2218	42060	1140
Epistory - Typing Chronicles.jpg	154	160	147	87.69	0.08	1	0.6	0.06	1332	0	0	31	3733	0	24	0	228	2894	42838	362
Ereban - Shadow Legacy.jpg	117	147	118	122	0.2	1	0.52	0.12	0	0	0	1714	842	0	2572	0	4208	3448	43005	195
Eternal Darkness Sanity’s Requiem.jpg	39	63	70	193.55	0.44	0	0.21	0.28	0	0	0	0	0	0	0	0	22141	167	42652	548
Eternal Hope.jpg	11	49	75	204.38	0.85	0	0.17	0.74	0	0	0	0	102	0	0	0	21509	501	43189	11
Etrian Mystery Dungeon.jpg	163	134	101	31.94	0.38	1	0.52	0.25	899	0	0	681	0	0	2381	0	4748	4907	41883	1317
Etrian Odyssey 2 Untold - The Fafnir Knight.jpg	155	141	139	7.5	0.1	1	0.58	0.07	56	0	0	0	110	0	9	0	5079	10851	39087	4113
Etrian Odyssey II - Heroes of Lagaard.jpg	115	102	87	32.14	0.24	0	0.4	0.14	112	0	0	260	0	0	570	0	5462	1279	42002	1198
Etrian Odyssey III - The Drowned City.jpg	104	120	108	135	0.13	0	0.44	0.07	408	0	0	309	11	0	654	0	3632	2270	42360	840
Etrian Odyssey IV - Legends of the Titan.jpg	128	136	132	150	0.06	1	0.52	0.03	23	0	0	0	0	0	62	0	6516	5022	41988	1212
Etrian Odyssey Nexus.jpg	158	155	138	51	0.13	1	0.58	0.09	130	0	0	390	16	0	840	0	1647	7771	42171	1029
Etrian Odyssey Untold The Millennium Girl.jpg	211	213	210	100	0.01	1	0.83	0.03	0	0	0	0	0	0	0	0	511	26299	41745	1455
Etrian Odyssey V - Beyond the Myth.jpg	112	122	134	212.73	0.16	1	0.48	0.09	22	0	16	1	122	0	5	1	3971	3049	42460	740
Etrian Odyssey.jpg	93	101	56	70.67	0.45	0	0.31	0.29	50	0	0	405	0	0	381	1	5283	28	42931	269
Evan's Remains.jpg	101	155	194	205.16	0.48	1	0.58	0.43	0	0	33	1	241	0	162	0	2	7019	43020	180
Ever Oasis.jpg	141	156	165	202.5	0.15	1	0.6	0.12	81	0	6659	1244	249	0	8341	0	54	2017	43084	116
Evergate.jpg	116	115	151	241.67	0.24	1	0.52	0.15	0	0	208	0	0	0	0	0	680	10451	42463	737
Everhood.jpg	53	42	80	257.37	0.48	0	0.24	0.31	104	5	48	56	2	0	55	75	16441	1896	42393	807
EVERSPACE.jpg	114	97	97	0	0.15	0	0.41	0.08	1	0	0	5	0	0	1208	0	2620	1164	42154	1046
Everybody's Gold.jpg	131	172	183	192.69	0.28	1	0.62	0.27	371	0	0	4	5	0	191	0	3	14283	41434	1766
Evil West.jpg	143	59	41	10.59	0.71	1	0.36	0.55	5556	0	0	286	0	0	1883	0	6664	3263	43106	94
Evoland.jpg	83	44	56	341.54	0.47	0	0.25	0.31	125	0	0	22	0	0	435	0	20360	413	43140	60
Exit.jpg	158	133	67	43.52	0.58	1	0.44	0.4	900	0	0	13385	0	0	1476	0	14040	3263	42405	795
Exo One.jpg	154	140	162	278.18	0.14	1	0.59	0.11	23	0	0	0	0	0	9	0	40	11293	43128	72
Expeditions - Rome.jpg	168	147	122	32.61	0.27	1	0.57	0.21	1	0	0	104	0	0	641	0	4949	15875	43049	151
Extermination.jpg	198	187	204	278.82	0.08	1	0.77	0.14	0	0	0	0	0	0	0	0	768	28259	42973	227
Extreme-G 2.jpg	162	92	94	358.29	0.43	1	0.5	0.28	6718	0	0	172	0	0	783	5	1563	1649	42945	255
Extreme-G.jpg	101	62	98	304.62	0.39	0	0.32	0.24	367	0	13	875	0	0	239	81	3951	333	43158	42
F-Zero X.jpg	61	74	83	204.55	0.27	0	0.28	0.15	781	0	0	269	23	0	579	0	17474	2004	42907	293
F.I.S.T. Forged In Shadow Torch.jpg	101	100	93	52.5	0.08	0	0.38	0.04	8	0	0	53	0	0	644	0	4815	2273	41653	1547
F1 Race Stars.jpg	144	138	159	257.14	0.13	1	0.58	0.1	114	0	0	6	5	0	128	0	808	8665	42475	725
Fable Anniversary.jpg	171	169	174	264	0.03	1	0.67	0.03	0	0	0	0	0	0	0	0	1774	16757	39353	3847
Fable III.jpg	140	106	84	23.57	0.4	1	0.44	0.25	0	0	0	0	0	0	10	0	2466	2850	42721	479
Fabledom.jpg	116	141	161	206.67	0.28	1	0.54	0.19	1	0	2	0	52	0	16	0	375	2974	42301	899
Fae Tactics.jpg	164	131	139	345.45	0.2	1	0.58	0.15	205	0	0	1253	1	1	1237	149	2625	6726	43037	163
Fallen Leaf.jpg	126	161	170	192.27	0.26	1	0.58	0.21	521	31	0	1	199	0	396	0	3275	3512	42734	466
Fallout - New Vegas.jpg	75	46	33	18.57	0.56	0	0.21	0.39	197	0	0	0	0	0	572	0	21603	453	43148	52
Fallout 2.jpg	54	51	69	250	0.26	0	0.24	0.15	0	0	1	10	0	0	20	0	16881	855	41394	1806
Fallout 3.jpg	75	77	69	75	0.1	0	0.29	0.05	0	0	0	0	0	0	0	0	23276	3449	38170	5030
Fallout 4.jpg	88	80	62	41.54	0.3	0	0.29	0.17	0	0	0	0	0	0	0	0	16786	2692	42984	216
Fallout Tactics - Brotherhood of Steel.jpg	145	99	45	32.4	0.69	1	0.37	0.53	1125	0	0	3773	0	0	4911	0	5792	605	42714	486
Fallout.jpg	107	77	58	23.27	0.46	0	0.32	0.3	224	0	0	0	0	0	2	0	11078	1051	43110	90
Far Cry 3 - Blood Dragon.jpg	86	61	103	275.71	0.41	0	0.32	0.26	763	0	633	0	37	418	253	131	8684	1138	42848	352
Far Cry 3.jpg	112	108	101	38.18	0.1	0	0.42	0.05	21	0	0	0	0	0	0	0	6887	3587	41276	1924
FAR Lone Sails.jpg	191	189	190	330	0.01	1	0.75	0.02	0	0	0	0	0	0	0	0	2694	27779	32811	10389
Fat Princess - Fistful of Cake.jpg	167	135	110	26.32	0.34	1	0.54	0.24	1133	0	0	388	0	0	141	0	14	2510	37575	5625
Fatal Frame II Crimson Butterfly.jpg	47	18	19	357.93	0.62	0	0.13	0.45	3305	0	0	0	0	0	7	0	32224	946	42225	975
Fatal Frame III The Tormented.jpg	63	53	51	10	0.19	0	0.22	0.11	0	0	0	0	0	0	102	0	24852	2411	41924	1276
Fatal Frame.jpg	77	77	80	240	0.04	0	0.31	0.02	0	0	0	0	0	0	0	0	20489	4433	32449	10751
Fate - Extra.jpg	112	129	152	214.5	0.26	1	0.52	0.16	2063	0	44	5	564	0	244	0	2208	4637	41985	1215
Fate Unlimited Codes.jpg	160	110	131	334.8	0.31	1	0.53	0.21	1011	0	91	0	1	0	215	1	2118	4542	43152	48
FE.jpg	33	29	45	255	0.36	0	0.15	0.22	0	0	0	0	0	0	0	2	31603	454	42963	237
Fear and Hunger 2 Termina.jpg	151	119	67	37.14	0.56	1	0.43	0.39	0	0	0	206	0	0	6655	0	1092	3912	43125	75
Fear and Hunger.jpg	55	52	50	24	0.09	0	0.21	0.05	0	0	0	0	0	0	0	0	28423	4030	40249	2951
Fear Effect 2 - Retro Helix.jpg	51	59	56	157.5	0.14	0	0.22	0.07	126	0	0	0	0	0	123	0	26910	136	42982	218
Fear Effect.jpg	63	47	47	0	0.25	0	0.22	0.15	1549	0	0	84	8	0	349	0	22527	217	41034	2166
Fell Seal Arbiters Mark.jpg	121	122	123	210	0.02	0	0.48	0.01	19	0	0	0	0	0	40	0	2324	797	38727	4473
Feudal Alloy.jpg	167	173	171	160	0.03	1	0.67	0.04	0	0	0	27	0	0	3	0	7329	23563	41631	1569
FEZ.jpg	91	124	146	204	0.38	1	0.46	0.23	47	2	0	1069	111	0	80	27	1701	2186	43039	161
Fight of Gods.jpg	137	120	111	20.77	0.19	1	0.49	0.1	22	0	0	74	70	0	1920	0	4612	4020	42132	1068
Fight'N Rage.jpg	73	56	43	26	0.41	0	0.23	0.26	562	0	2	984	0	0	441	8	22908	1844	42746	454
Fighter Destiny 2.jpg	123	95	137	280	0.31	1	0.45	0.18	702	0	0	0	0	0	0	783	918	732	43124	76
Fighter's Destiny.jpg	102	68	55	16.6	0.46	0	0.31	0.3	2811	0	0	242	0	0	2502	7	16287	1672	42228	972
Fighting Fantasy - The Warlock of Firetop Mountain.jpg	71	63	39	45	0.45	0	0.22	0.29	0	0	0	368	0	0	982	0	22718	852	41379	1821
Fighting Force.jpg	95	37	32	4.76	0.66	0	0.25	0.5	2058	0	0	0	0	0	0	0	16160	482	42365	835
Fights in Tight Spaces.jpg	170	139	139	0	0.18	1	0.61	0.15	5726	0	0	25	0	0	68	0	11955	19236	40644	2556
Figment 2 - Creed Valley.jpg	90	62	77	327.86	0.31	0	0.3	0.18	45	0	0	576	0	0	499	14	9145	504	43053	147
Figment.jpg	72	101	96	169.66	0.29	0	0.34	0.17	48	0	0	364	167	0	155	0	7769	22	43140	60
Filament.jpg	24	24	24	-1	0	0	0.09	0	0	0	0	0	0	0	0	0	36154	1164	37318	5882
Final Exam.jpg	126	142	89	78.11	0.37	1	0.45	0.23	0	0	0	3	0	0	3	0	1890	6884	41769	1431
Final Fantasy - The 4 Heroes of Light.jpg	129	141	143	188.57	0.1	1	0.53	0.06	0	0	0	7	0	0	8	0	1884	3655	40811	2389
Final Fantasy Crystal Chronicles - Echoes of Time.jpg	182	195	191	161.54	0.07	1	0.74	0.1	0	0	0	24	0	0	26	0	486	17686	41648	1552
Final Fantasy Crystal Chronicles - Ring of Fates.jpg	177	155	131	31.3	0.26	1	0.6	0.23	41	0	11	4	192	0	98	0	1650	1760	42716	484
Final Fantasy Explorers 2.jpg	86	84	93	253.33	0.1	0	0.35	0.05	268	0	0	0	0	0	11	0	10794	2820	39773	3427
Final Fantasy Explorers.jpg	220	225	229	206.67	0.04	1	0.88	0.15	0	0	0	0	2	0	0	0	1315	33889	42719	481
Final Fantasy Fables - Chocobo Tales.jpg	176	150	64	46.07	0.64	1	0.47	0.47	203	5	9	8148	0	0	8549	0	3908	1578	42986	214
Final Fantasy II.jpg	213	203	194	28.42	0.09	1	0.8	0.18	155	0	1	121	0	0	1031	0	146	23448	42496	704
Final Fantasy III.jpg	216	215	207	53.33	0.04	1	0.83	0.1	89	0	0	104	0	0	662	0	6	24092	42883	317
Final Fantasy III_2.jpg	143	164	167	187.5	0.14	1	0.61	0.12	11	0	0	10	21	0	7	0	3011	11660	39586	3614
Final Fantasy IV - The Complete Collection.jpg	225	225	225	-1	0	1	0.88	0	0	0	0	0	0	0	0	0	1263	33901	35164	8036
Final Fantasy IV Advance.jpg	140	125	125	0	0.11	1	0.52	0.06	0	0	0	0	0	0	0	0	3587	6051	41624	1576
Final Fantasy IV.jpg	228	220	212	30	0.07	1	0.86	0.23	335	0	26	876	0	0	600	9	1096	32236	42105	1095
Final Fantasy IX.jpg	182	172	170	10	0.07	1	0.69	0.08	172	0	0	19	0	0	460	0	6661	23336	41111	2089
Final Fantasy IX_2.jpg	169	167	164	36	0.03	1	0.65	0.03	42	0	0	18	0	0	134	0	3851	14213	38335	4865
Final Fantasy Tactics - The War of the Lions.jpg	134	130	109	50.4	0.19	1	0.48	0.1	1	0	0	1	0	0	96	0	7435	2021	42390	810
Final Fantasy Tactics A2 - Grimoire of the Rift.jpg	168	167	182	244	0.08	1	0.68	0.09	36	0	0	0	0	0	11	0	1426	17322	41675	1525
Final Fantasy Tactics.jpg	191	190	190	-1	0.01	1	0.75	0.01	0	0	0	0	0	0	0	0	1247	21291	32621	10579
Final Fantasy Type-0.jpg	190	170	132	39.31	0.31	1	0.63	0.31	76	0	0	23	0	0	413	0	1704	12933	42299	901
Final Fantasy V.jpg	216	206	190	36.92	0.12	1	0.8	0.25	177	0	0	762	0	0	472	0	1218	23920	42262	938
Final Fantasy VI.jpg	178	171	175	325.71	0.04	1	0.68	0.04	94	0	0	0	0	0	3	0	4631	22598	39949	3251
Final Fantasy VII - Crisis Core Reunion.jpg	109	151	169	198	0.36	1	0.55	0.26	0	0	0	0	171	0	0	0	5169	5267	42828	372
Final Fantasy VII - Dirge of Cerberus.jpg	88	56	54	3.53	0.39	0	0.28	0.24	944	0	0	0	0	0	464	0	17468	57	41544	1656
Final Fantasy VII Rebirth.jpg	114	82	68	18.26	0.4	0	0.36	0.25	1701	0	0	58	0	0	2164	0	11629	805	40728	2472
Final Fantasy VII Remake.jpg	165	183	184	183.16	0.1	1	0.68	0.12	0	0	0	0	0	0	0	0	2434	21265	41121	2079
Final Fantasy VII.jpg	192	199	203	201.82	0.05	1	0.77	0.1	0	0	0	1	0	0	0	0	1779	26934	41838	1362
Final Fantasy VIII.jpg	136	108	80	30	0.41	1	0.42	0.26	160	0	0	377	0	0	1221	0	5702	3247	42476	724
Final Fantasy X X-2 HD Remaster.jpg	85	119	170	216	0.5	1	0.5	0.33	0	0	248	0	149	0	0	0	609	1780	43037	163
Final Fantasy X-2.jpg	144	128	140	315	0.11	1	0.53	0.07	37	0	144	76	0	0	191	3	2752	5163	41973	1227
Final Fantasy X.jpg	105	119	163	225.52	0.36	1	0.53	0.24	0	0	1056	380	0	0	198	0	2553	4248	42620	580
Final Fantasy XII - Revenant Wings.jpg	146	139	117	45.52	0.2	1	0.52	0.12	9	0	0	66	75	0	74	0	2329	2413	39502	3698
Final Fantasy XII.jpg	146	157	145	115	0.08	1	0.59	0.06	0	0	0	0	6	0	31	0	3989	6156	42707	493
Final Fantasy XIII-2.jpg	196	189	187	13.33	0.05	1	0.75	0.07	0	0	0	0	0	0	0	0	2574	25597	40893	2307
Final Fantasy XIII.jpg	180	175	173	17.14	0.04	1	0.69	0.04	0	0	0	0	0	0	0	0	4323	21384	35926	7274
Final Fantasy XV.jpg	78	89	98	207	0.2	0	0.35	0.11	0	0	0	0	0	0	0	0	11076	762	38222	4978
Final Fantasy XVI.jpg	122	112	105	24.71	0.14	0	0.45	0.07	19	0	0	49	0	0	617	0	13136	10318	38708	4492
Final Fantasy X_2.jpg	115	131	153	214.74	0.25	1	0.53	0.16	0	0	41	138	0	0	15	0	3511	12182	42252	948
Final Fantasy.jpg	39	29	41	290	0.29	0	0.14	0.17	2199	0	0	0	0	0	2	0	27537	139	43071	129
Final Fantasy_2.jpg	219	208	201	23.33	0.08	1	0.82	0.2	524	0	0	238	14	0	516	0	30	26194	42685	515
Finding Paradise.jpg	167	157	141	36.92	0.16	1	0.6	0.13	0	0	0	0	0	0	645	0	0	9897	42265	935
Fire Emblem - Path Of Radiance.jpg	117	100	81	31.67	0.31	0	0.39	0.18	109	0	0	10	0	0	357	0	4546	2310	41524	1676
Fire Emblem - Shadow Dragon.jpg	179	149	72	43.18	0.6	1	0.49	0.43	0	0	0	138	0	0	5004	0	166	201	43035	165
Fire Emblem - Three Houses.jpg	137	114	136	302.61	0.17	1	0.49	0.09	768	0	0	450	0	0	438	121	3036	6615	41871	1329
Fire Emblem Awakening.jpg	160	153	158	317.14	0.04	1	0.61	0.04	135	0	0	0	0	0	0	0	1070	11319	29886	13314
Fire Emblem Echoes - Shadows of Valentia.jpg	181	159	139	28.57	0.23	1	0.63	0.22	59	0	0	0	0	0	13	0	1274	11380	42487	713
Fire Emblem Engage.jpg	164	152	170	280	0.11	1	0.63	0.1	640	0	219	13	2	45	213	47	437	14008	42203	997
Fire Emblem Fates.jpg	89	80	82	346.67	0.1	0	0.33	0.05	0	0	0	0	0	0	0	0	15511	1456	37753	5447
Fire Emblem Radiant Dawn.jpg	165	114	81	23.57	0.51	1	0.48	0.34	146	0	0	1273	0	0	3381	0	1795	1660	42865	335
Fire Emblem Warriors - Three Hopes.jpg	135	96	121	321.54	0.29	1	0.45	0.17	52	0	7	0	0	54	0	2	1319	3140	42305	895
Fire Emblem Warriors.jpg	140	148	153	203.08	0.08	1	0.57	0.06	0	0	0	65	0	0	64	0	3041	12407	40169	3031
Firewatch.jpg	179	100	24	29.42	0.87	1	0.4	0.76	84	0	0	125	0	0	23279	0	5591	0	43200	0
First Cut Samurai Duel.jpg	21	4	6	352.94	0.81	0	0.05	0.68	446	0	0	0	0	0	0	0	38610	0	43200	0
Five Dates.jpg	197	171	161	16.67	0.18	1	0.7	0.24	2418	0	0	0	0	0	73	0	6191	20834	42418	782
Floor Kids.jpg	169	169	172	240	0.02	1	0.67	0.02	31	0	0	11	4	0	73	0	1823	17957	37844	5356
Florence.jpg	194	187	51	57.06	0.74	1	0.48	0.58	0	0	0	25784	0	0	66	0	735	1379	43090	110
Flow.jpg	16	111	153	198.39	0.9	1	0.33	0.81	0	0	0	0	29	0	0	0	0	165	43200	0
Flower.jpg	65	115	130	193.85	0.5	1	0.38	0.33	0	0	0	0	0	0	114	0	0	596	43173	27
Folklore.jpg	57	46	49	343.64	0.19	0	0.2	0.11	2	0	0	0	0	0	0	0	25002	759	41354	1846
For the King - Lost Civilization.jpg	124	86	133	288.51	0.35	1	0.43	0.21	0	0	0	0	0	0	0	22	106	961	43198	2
For the People.jpg	120	112	107	23.08	0.11	0	0.45	0.06	132	0	0	0	0	0	22	0	7342	7152	28932	14268
Forager.jpg	172	174	171	100	0.02	1	0.68	0.02	0	0	0	16	2	0	0	0	1072	6900	42405	795
Foregone.jpg	89	73	106	269.09	0.31	0	0.35	0.18	328	0	130	0	2	0	249	33	4217	3219	43115	85
Forgotton Anne.jpg	64	84	86	185.45	0.26	0	0.29	0.15	0	0	0	0	3	0	4	0	6966	639	42719	481
Fort Triumph.jpg	120	107	81	40	0.32	0	0.39	0.19	36	0	0	37	0	0	210	0	5733	2562	42682	518
Fossil Fighters - Champions.jpg	123	123	125	240	0.02	0	0.49	0.01	1324	0	0	264	46	0	947	2	4481	3169	41961	1239
Fossil Fighters.jpg	178	128	46	37.27	0.74	1	0.44	0.59	1897	0	0	3889	42	0	15711	0	4119	876	42838	362
Fran Bow.jpg	67	45	33	21.18	0.51	0	0.2	0.34	4	0	0	32	0	0	227	0	24079	9	42287	913
Freedom Fighters.jpg	149	122	121	2.14	0.19	1	0.53	0.12	3929	0	0	0	0	0	8	0	12813	15817	37588	5612
Freedom Planet.jpg	137	125	155	264	0.19	1	0.55	0.13	85	7	132	82	0	2	25	60	377	3656	41959	1241
FreeSpace 2.jpg	69	56	49	21	0.29	0	0.23	0.17	548	0	0	1	0	0	298	0	23593	1123	41635	1565
Frog Detective 2 - The Case of the Invisible Wizard.jpg	102	81	103	297.27	0.21	0	0.36	0.12	0	0	0	3	0	0	0	0	1150	562	42963	237
Frog Detective 3 Corruption At Cowboy County.jpg	137	185	131	113.33	0.29	1	0.62	0.28	500	0	0	493	3	0	1673	0	1007	247	43092	108
From the Abyss.jpg	120	97	109	328.7	0.19	0	0.43	0.11	5	0	0	0	0	0	0	0	4580	2054	41820	1380
FRONT MISSION 1st - Remake.jpg	107	81	53	31.11	0.5	0	0.31	0.34	6	0	0	51	0	0	1702	0	12480	1457	42853	347
FRONT MISSION 2 - Remake.jpg	71	57	56	4	0.21	0	0.25	0.12	4	0	0	0	0	0	22	0	18100	83	37046	6154
Front Mission 3.jpg	92	73	70	8.18	0.24	0	0.32	0.14	0	0	0	0	0	0	0	0	12956	2091	41278	1922
Front Mission 4.jpg	92	83	78	21.43	0.15	0	0.33	0.08	0	0	0	0	0	0	1	0	9107	1701	41327	1873
Front Mission.jpg	70	92	111	207.8	0.37	0	0.35	0.23	0	0	0	0	254	0	153	0	1954	1243	39864	3336
Frostpunk.jpg	120	119	117	40	0.03	0	0.46	0.01	2	0	0	1	0	0	93	0	12875	8285	41239	1961
FTL - Faster Than Light.jpg	76	69	60	33.75	0.21	0	0.27	0.12	0	0	0	0	0	0	281	0	16375	1901	37576	5624
Fuga - Melodies of Steel 2.jpg	176	133	88	30.68	0.5	1	0.52	0.36	221	0	0	844	0	0	4219	0	2363	2111	42231	969
Fuga - Melodies of Steel.jpg	172	123	115	8.42	0.33	1	0.56	0.26	2311	0	0	167	0	0	548	0	93	2558	42608	592
Full Metal Furies.jpg	131	102	72	30.51	0.45	1	0.4	0.29	152	0	0	1466	50	0	697	0	3254	227	42421	779
Full Throttle.jpg	87	64	46	26.34	0.47	0	0.26	0.31	505	0	0	252	0	0	2514	0	25471	566	42898	302
Furi.jpg	51	57	112	234.1	0.54	0	0.32	0.37	5	0	105	0	0	330	0	296	6747	1079	43145	55
Fury Unleashed.jpg	150	145	137	36.92	0.09	1	0.56	0.06	0	0	0	15	9	0	468	0	10195	18397	37514	5686
GALAK-Z.jpg	50	52	53	200	0.06	0	0.2	0.03	931	0	0	0	7	0	157	0	27717	1883	42138	1062
Gamedec.jpg	45	64	70	194.4	0.36	0	0.23	0.22	0	0	0	0	2	0	0	0	14105	0	42853	347
Gang Beasts.jpg	170	138	125	17.33	0.26	1	0.58	0.21	1193	3	9	466	106	0	159	0	1155	2943	42865	335
Garden Story.jpg	151	181	170	158	0.17	1	0.65	0.17	0	0	2	0	6	0	0	0	128	6138	42317	883
Gardening Mama.jpg	147	144	132	48	0.1	1	0.55	0.06	2591	18	5	358	111	6	1962	0	277	6763	42750	450
Gato Roboto.jpg	64	64	64	-1	0	0	0.25	0	0	0	0	0	0	0	0	0	30302	9353	39655	3545
Gauntlet Legends.jpg	101	79	79	0	0.22	0	0.35	0.12	1827	0	930	332	0	0	590	2	7844	3505	43139	61
Gears of War.jpg	72	41	25	20.43	0.65	0	0.19	0.48	286	0	0	83	0	0	1088	0	21929	1677	42562	638
Gears Tactics.jpg	113	82	61	24.23	0.46	0	0.34	0.3	567	0	0	7	0	0	557	0	6696	1263	37631	5569
Gemini Rue.jpg	49	46	38	43.64	0.22	0	0.17	0.13	0	0	0	0	0	0	7	0	25542	248	42353	847
Geometric Sniper Blood in Paris.jpg	80	79	79	0	0.01	0	0.31	0.01	0	0	0	0	0	0	0	0	27120	11069	38347	4853
Gerda - A Flame in Winter.jpg	89	112	115	186.92	0.23	0	0.4	0.13	353	0	0	0	0	0	816	0	1565	519	42550	650
Gestalt Steam and Cinder.jpg	69	44	36	14.55	0.48	0	0.21	0.31	574	0	0	0	0	0	398	0	22431	1409	42070	1130
GetsuFumaDen - Undying Moon.jpg	113	99	87	27.69	0.23	0	0.39	0.13	0	0	0	0	0	0	0	0	3764	929	39326	3874
Getting Over It with Bennett Foddy.jpg	74	76	36	63	0.53	0	0.22	0.36	0	0	0	1223	0	0	1608	0	22162	455	42573	627
Gex - Enter the Gecko.jpg	113	102	119	278.82	0.14	0	0.43	0.08	1243	3	0	1099	0	0	151	28	3740	8588	43041	159
Gex 3 - Deep Cover Gecko.jpg	71	66	61	30	0.14	0	0.26	0.08	906	0	0	129	0	0	359	0	21132	2154	41336	1864
Gex.jpg	153	130	98	34.91	0.36	1	0.49	0.22	3043	0	493	2413	0	0	3864	1	2661	4922	40812	2388
Ghost 1.0.jpg	11	22	38	215.56	0.71	0	0.1	0.55	0	0	0	0	2	0	0	0	34383	82	43183	17
Ghost of a Tale.jpg	61	63	48	68	0.24	0	0.22	0.14	0	2	0	337	0	0	32	0	17609	42	41738	1462
Ghost of Tsushima.jpg	103	98	94	26.67	0.09	0	0.39	0.05	3	0	0	0	0	0	0	0	17207	6541	35378	7822
Ghost Song.jpg	55	60	106	234.12	0.48	0	0.32	0.32	0	0	0	0	0	0	0	32	6143	568	43096	104
Ghost Trick - Phantom Detective.jpg	47	87	75	162	0.46	0	0.26	0.3	972	0	0	150	0	0	13	0	14594	1258	43064	136
Ghostrunner.jpg	146	48	68	347.76	0.67	1	0.38	0.51	18152	0	0	0	0	0	0	0	9859	2322	41988	1212
Ghosts 'n Goblins Resurrection.jpg	89	94	101	215	0.12	0	0.37	0.06	296	0	636	6	21	0	452	0	7270	1178	41707	1493
Ghostwire - Tokyo.jpg	93	81	148	250.75	0.45	1	0.45	0.29	0	0	935	1	0	309	8	95	2202	3503	43071	129
Giana Sisters - Twisted Dreams.jpg	151	110	62	32.36	0.59	1	0.42	0.42	2790	0	0	1210	70	0	9914	0	3423	1117	42759	441
Giants Citizen Kabuto.jpg	101	87	68	34.55	0.33	0	0.33	0.2	12	0	0	4	0	0	2	0	10657	634	42509	691
Gibbon Beyond the Trees.jpg	205	174	121	37.86	0.41	1	0.64	0.46	578	0	0	299	0	0	551	0	2197	2980	43188	12
Gitaroo Man.jpg	118	92	93	357.69	0.22	0	0.41	0.12	633	0	6	48	0	0	113	0	10084	4644	42094	1106
Glass Masquerade 2 Illusions.jpg	64	58	60	340	0.09	0	0.24	0.05	1	0	0	0	0	0	0	3	15812	410	41407	1793
Glass Masquerade.jpg	102	69	69	0	0.32	0	0.34	0.19	258	0	0	0	0	0	13	0	8892	489	42766	434
Gloomhaven.jpg	53	50	60	258	0.17	0	0.22	0.09	0	0	40	0	0	0	0	0	22093	143	41040	2160
God Hand.jpg	29	42	64	217.71	0.55	0	0.18	0.38	0	0	1048	0	707	0	0	0	27126	2240	43178	22
God of War - Chains of Olympus.jpg	130	82	40	28	0.69	1	0.33	0.53	213	0	0	57	0	0	1710	0	5073	1182	43188	12
God of War - Ghost of Sparta.jpg	115	88	68	25.53	0.41	0	0.36	0.26	16	0	0	21	0	0	470	0	11911	1556	42794	406
God of War 2018.jpg	80	98	106	198.46	0.25	0	0.36	0.14	5	0	0	0	0	0	0	0	10091	365	41148	2052
God of War Ascension.jpg	167	139	97	36	0.42	1	0.52	0.28	5	0	0	6	0	0	755	0	4812	5072	43200	0
God of War II.jpg	83	77	71	30	0.14	0	0.3	0.08	0	0	0	116	0	0	182	0	13955	485	33677	9523
God of War III.jpg	171	133	128	6.98	0.25	1	0.59	0.2	966	0	0	83	0	0	648	0	4950	17395	39448	3752
God of War Ragnarök.jpg	122	135	158	218.33	0.23	1	0.55	0.16	0	0	0	0	0	0	0	0	6204	3502	41058	2142
God of War.jpg	137	129	129	0	0.06	1	0.52	0.03	7	0	0	0	0	0	95	0	3030	4424	41265	1935
Godstrike.jpg	99	84	60	36.92	0.39	0	0.31	0.25	20	0	0	762	0	0	2040	0	7180	1597	42365	835
Going Under.jpg	152	100	113	345	0.34	1	0.49	0.21	2263	0	0	28	0	0	207	27	2803	4333	43049	151
Golden Lap.jpg	221	213	177	49.09	0.2	1	0.78	0.39	0	0	0	237	0	0	1490	0	15	14218	43200	0
Golden Sun - Dark Dawn.jpg	85	88	105	231	0.19	0	0.37	0.11	13	0	262	99	0	0	491	0	6906	3488	42366	834
GoldenEye 007.jpg	133	105	90	20.93	0.32	1	0.44	0.19	156	0	0	0	0	0	487	0	4563	1803	39677	3523
Golf Story.jpg	99	144	144	180	0.31	1	0.48	0.19	524	0	1160	136	66	0	14	0	533	738	43106	94
Gone Home.jpg	46	27	51	287.5	0.47	0	0.15	0.31	0	0	0	0	0	0	2	0	25888	867	43123	77
