Index,Title,RED,GREEN,BLUE,HUE,SATURATION,VALUE,HUE,LUMO,SATURATION 2,RGB AVG
2101,Tekken - Dark Resurrection,132.91,119.94,115.56,0.04,0.13,132.91,0.04,124.23,-0.07,122.80
1208,Mario Party 4,135.56,121.87,117.69,0.04,0.13,135.56,0.04,126.63,-0.07,125.04
220,Blade Strangers,157.23,141.28,136.08,0.04,0.13,157.23,0.04,146.66,-0.07,144.86
2060,Symphony of War The Nephilim Saga,100.81,90.44,86.83,0.04,0.14,100.81,0.04,93.82,-0.08,92.69
1349,Mystical Ninja - Starring Goemon,176.21,157.76,152.01,0.04,0.14,176.21,0.04,164.11,-0.07,162.00
2385,Undead Knights,64.52,57.88,55.72,0.04,0.14,64.52,0.04,60.12,-0.07,59.38
2111,Tenchu - Stealth Assassins,100.25,88.24,84.59,0.04,0.16,100.25,0.04,92.42,-0.09,91.03
1568,Pokémon Conquest,122.26,108.01,103.27,0.04,0.16,122.26,0.04,112.76,-0.08,111.18
1766,Sakura Dungeon,154.80,136.83,130.64,0.04,0.16,154.80,0.04,142.72,-0.09,140.76
2257,The Wild at Heart,112.46,94.01,88.58,0.04,0.21,112.46,0.04,100.52,-0.12,98.35
1403,Nightmare Kart,65.33,55.02,51.47,0.04,0.21,65.33,0.04,58.40,-0.12,57.27
53,Aggressive Inline,92.61,76.73,71.93,0.04,0.22,92.61,0.04,82.27,-0.13,80.42
1405,NiGHTS into Dreams,129.15,105.23,96.82,0.04,0.25,129.15,0.04,112.98,-0.14,110.40
1658,Ravenous Devils,76.51,61.74,57.03,0.04,0.25,76.51,0.04,66.77,-0.15,65.10
2092,Tearaway Unfolded,93.65,75.44,70.42,0.04,0.25,93.65,0.04,82.04,-0.14,79.84
269,Breath of Fire IV,122.60,97.43,90.37,0.04,0.26,122.60,0.04,106.49,-0.15,103.47
573,Dragon Quest VI - Realms of Revelation,128.27,102.63,94.38,0.04,0.26,128.27,0.04,111.32,-0.15,108.42
1998,Street Fighter V,148.11,118.77,110.01,0.04,0.26,148.11,0.04,129.06,-0.15,125.63
134,Astalon - Tears of the Earth,86.65,69.16,64.41,0.04,0.26,86.65,0.04,75.53,-0.15,73.41
2370,Tyranny,97.00,77.94,71.91,0.04,0.26,97.00,0.04,84.45,-0.15,82.28
884,Haiku the Robot,163.77,130.59,118.97,0.04,0.27,163.77,0.04,141.37,-0.16,137.78
249,Bonfire Peaks,36.31,28.70,26.61,0.04,0.27,36.31,0.04,31.46,-0.16,30.54
1559,Pocket Bravery,120.87,94.32,86.92,0.04,0.28,120.87,0.04,103.89,-0.16,100.70
1033,Jeanne D'arc,146.63,115.91,105.22,0.04,0.28,146.63,0.04,125.93,-0.17,122.59
55,Airborne Kingdom,159.84,124.78,114.38,0.04,0.28,159.84,0.04,137.11,-0.17,133.00
2428,Venba,169.75,134.78,122.50,0.04,0.28,169.75,0.04,146.12,-0.16,142.34
2212,The Misadventures of Tron Bonne,93.96,74.55,67.88,0.04,0.28,93.96,0.04,80.92,-0.16,78.80
629,En Garde,169.92,130.49,118.66,0.04,0.30,169.92,0.04,144.29,-0.18,139.69
2545,Yakuza 6 - The Song of Life,65.63,51.31,46.06,0.04,0.30,65.63,0.04,55.85,-0.18,54.33
1511,Path of the Midnight Sun,77.35,60.44,54.42,0.04,0.30,77.35,0.04,65.89,-0.18,64.07
2153,The Excavation of Hobs Barrow,87.82,66.37,60.29,0.04,0.31,87.82,0.04,74.06,-0.19,71.50
919,Heave Ho,202.41,149.30,134.76,0.04,0.33,202.41,0.04,168.59,-0.20,162.16
2362,Twisted Metal 2,103.62,74.48,66.13,0.04,0.36,103.62,0.04,84.88,-0.22,81.41
1337,Muramasa - The Demon Blade,129.38,95.05,83.32,0.04,0.36,129.38,0.04,106.35,-0.22,102.58
1316,Monster Tale,142.02,100.99,89.40,0.04,0.37,142.02,0.04,115.71,-0.23,110.80
1623,Punch A Bunch,140.37,94.73,79.81,0.04,0.43,140.37,0.04,110.09,-0.28,104.97
2491,Wild Arms,141.30,93.46,78.70,0.04,0.44,141.30,0.04,110.00,-0.29,104.48
1627,Puppeteer,82.18,55.28,45.83,0.04,0.44,82.18,0.04,64.01,-0.29,61.10
2256,The Warriors,83.29,54.67,46.67,0.04,0.44,83.29,0.04,64.98,-0.29,61.54
1357,Naruto - Ultimate Ninja Heroes 2 - Phantom Fortress,147.07,97.36,81.61,0.04,0.45,147.07,0.04,114.34,-0.29,108.68
922,Heaven's Vault,72.50,47.58,39.41,0.04,0.46,72.50,0.04,55.95,-0.30,53.16
700,Fighter's Destiny,96.37,63.78,51.78,0.04,0.46,96.37,0.04,74.07,-0.31,70.64
141,Asura's Wrath,128.25,81.54,68.27,0.04,0.47,128.25,0.04,98.26,-0.31,92.69
802,Gestalt Steam and Cinder,64.64,41.48,34.43,0.04,0.47,64.64,0.04,49.53,-0.31,46.85
391,Crash Bandicoot 2 - Cortex Strikes Back,67.58,43.17,35.81,0.04,0.47,67.58,0.04,51.69,-0.31,48.85
1345,My Friendly Neighborhood,85.51,54.36,44.98,0.04,0.47,85.51,0.04,65.25,-0.32,61.62
883,Hades,99.86,62.82,50.56,0.04,0.49,99.86,0.04,75.21,-0.33,71.08
608,DYSMANTLE,144.98,89.21,68.58,0.04,0.53,144.98,0.04,106.78,-0.36,100.92
115,Ash of Gods - The Way,78.37,45.10,35.69,0.04,0.54,78.37,0.04,57.03,-0.38,53.05
2281,Thumper,95.95,55.13,41.21,0.04,0.57,95.95,0.04,68.58,-0.40,64.10
1088,La-Mulana 2,123.50,66.98,46.37,0.04,0.62,123.50,0.04,84.94,-0.46,78.95
2325,Total War - Shogun 2,111.56,58.64,40.13,0.04,0.64,111.56,0.04,75.85,-0.48,70.11
1408,Ninja Gaiden - Dragon Sword,125.71,63.52,45.24,0.04,0.64,125.71,0.04,85.47,-0.48,78.16
622,"El Paso, Elsewhere",85.09,42.35,30.95,0.04,0.64,85.09,0.04,58.02,-0.47,52.80
980,Iconoclasts,168.06,83.79,55.27,0.04,0.67,168.06,0.04,111.66,-0.51,102.37
185,Battle Realms - Winter of the Wolf,74.66,35.37,23.66,0.04,0.68,74.66,0.04,49.16,-0.53,44.56
367,Command & Conquer Red Alert 3,120.91,58.26,36.43,0.04,0.70,120.91,0.04,78.67,-0.54,71.87
1622,Pumpkin Jack,181.01,79.78,51.00,0.04,0.72,181.01,0.04,116.00,-0.57,103.93
1692,Resident Evil 5,62.95,27.45,15.76,0.04,0.75,62.95,0.04,39.36,-0.62,35.39
1444,Ogre Battle 64 - Person of Lordly Caliber,155.25,65.67,33.52,0.04,0.78,155.25,0.04,94.38,-0.65,84.81
2452,"Warhammer 40,000 - Space Marine",134.05,133.30,133.01,0.05,0.01,134.05,0.05,133.53,0.00,133.45
1400,Night in the Woods,199.40,196.49,195.14,0.05,0.02,199.40,0.05,197.27,-0.01,197.01
913,Have a Nice Death,100.09,98.30,97.51,0.05,0.03,100.09,0.05,98.80,-0.01,98.63
1148,Lost Eidolons,100.17,97.33,96.10,0.05,0.04,100.17,0.05,98.13,-0.02,97.87
737,Final Fantasy XIII,169.14,164.17,162.17,0.05,0.04,169.14,0.05,165.65,-0.02,165.16
1886,Sleeping Dogs,107.95,100.06,96.44,0.05,0.11,107.95,0.05,102.19,-0.06,101.48
1664,Rayman Origins,174.88,159.96,153.40,0.05,0.12,174.88,0.05,164.14,-0.07,162.75
176,Batman - The Enemy Within - The Telltale Series,58.55,53.79,51.58,0.05,0.12,58.55,0.05,55.07,-0.06,54.64
560,Dragon Ball Z - Sagas,194.28,176.78,168.32,0.05,0.13,194.28,0.05,181.30,-0.07,179.79
1827,Shantae - Half-Genie Hero,134.17,121.40,115.47,0.05,0.14,134.17,0.05,124.82,-0.08,123.68
411,Crumble,184.31,164.51,155.96,0.05,0.15,184.31,0.05,170.13,-0.08,168.26
926,Hellblade - Senua’s Sacrifice,29.71,26.60,25.34,0.05,0.15,29.71,0.05,27.52,-0.08,27.22
896,Hand of Fate 2,47.95,42.15,39.64,0.05,0.17,47.95,0.05,43.80,-0.10,43.25
846,Grand Theft Auto - Liberty City Stories,102.79,89.68,84.65,0.05,0.18,102.79,0.05,93.72,-0.10,92.37
756,Five Dates,184.32,160.52,151.52,0.05,0.18,184.32,0.05,167.92,-0.10,165.45
697,Fight of Gods,129.15,112.61,104.53,0.05,0.19,129.15,0.05,116.84,-0.11,115.43
1589,Power Stone Collection,196.06,168.94,158.71,0.05,0.19,196.06,0.05,177.38,-0.11,174.57
1479,Overcooked,105.06,91.13,84.56,0.05,0.20,105.06,0.05,94.81,-0.11,93.58
1367,Natsuki Chronicles,128.43,110.46,102.57,0.05,0.20,128.43,0.05,115.50,-0.11,113.82
2182,The Legend of Dragoon,88.54,76.48,71.10,0.05,0.20,88.54,0.05,79.82,-0.11,78.71
1359,Naruto Shippuden - Kizuna Drive,136.19,116.35,107.70,0.05,0.21,136.19,0.05,121.94,-0.12,120.08
298,Capcom vs. SNK - Millennium Fight 2000 Pro,132.99,113.05,103.64,0.05,0.22,132.99,0.05,118.32,-0.13,116.56
1413,Nioh 2,101.42,84.48,77.68,0.05,0.23,101.42,0.05,89.55,-0.13,87.86
1573,Pokémon Platinum Version,120.41,101.66,93.01,0.05,0.23,120.41,0.05,106.71,-0.13,105.03
291,Cake Bash,175.63,145.51,133.67,0.05,0.24,175.63,0.05,154.65,-0.14,151.60
54,Aidyn Chronicles - The First Mage,96.21,80.41,73.01,0.05,0.24,96.21,0.05,84.61,-0.14,83.21
792,Gang Beasts,159.52,129.98,117.87,0.05,0.26,159.52,0.05,138.69,-0.15,135.79
2198,The Longest Journey,67.12,54.99,49.52,0.05,0.26,67.12,0.05,58.32,-0.15,57.21
2363,Twisted Metal 4,91.35,74.58,67.83,0.05,0.26,91.35,0.05,79.59,-0.15,77.92
1503,Parasite Eve,188.29,153.03,137.08,0.05,0.27,188.29,0.05,162.69,-0.16,159.47
1448,Okami,178.68,144.15,128.23,0.05,0.28,178.68,0.05,153.45,-0.17,150.35
2358,Turok 2 - Seeds of Evil,55.32,44.18,39.85,0.05,0.28,55.32,0.05,47.59,-0.17,46.45
1982,Steamworld Quest Hand of gilgamech,94.86,75.94,67.51,0.05,0.29,94.86,0.05,81.19,-0.17,79.44
1331,Mortal Kombat,91.23,71.82,63.62,0.05,0.30,91.23,0.05,77.43,-0.18,75.56
2136,The Case of the Golden Idol,80.19,62.70,55.10,0.05,0.31,80.19,0.05,67.64,-0.19,65.99
1954,Star Fox - Assault,84.51,66.00,58.73,0.05,0.31,84.51,0.05,71.62,-0.18,69.75
551,Double Kick Heroes,142.48,111.52,96.90,0.05,0.32,142.48,0.05,119.69,-0.19,116.97
1112,LEGO The Lord of the Rings,112.92,86.19,75.13,0.05,0.33,112.92,0.05,94.02,-0.20,91.41
1440,Oddworld - Soulstorm,126.75,96.13,84.69,0.05,0.33,126.75,0.05,105.72,-0.20,102.52
1008,International Superstar Soccer 2000,87.21,66.95,58.58,0.05,0.33,87.21,0.05,72.90,-0.20,70.91
2367,TY the Tasmanian Tiger 3,101.29,76.06,66.52,0.05,0.34,101.29,0.05,83.91,-0.21,81.29
2263,The Wonderful 101,167.83,128.78,110.09,0.05,0.34,167.83,0.05,138.96,-0.21,135.57
239,Bloody Roar 3,114.74,87.24,74.47,0.05,0.35,114.74,0.05,94.61,-0.22,92.15
1127,Lil' Guardsman,148.22,113.74,96.83,0.05,0.35,148.22,0.05,122.52,-0.21,119.60
2369,TY the Tasmanian Tiger,152.80,115.20,99.36,0.05,0.35,152.80,0.05,126.08,-0.21,122.45
250,Bookbound Brigade,93.45,70.01,60.49,0.05,0.35,93.45,0.05,76.97,-0.22,74.65
1599,Prince of Persia,123.96,91.80,79.04,0.05,0.36,123.96,0.05,101.50,-0.22,98.27
2078,Tales of Arise,85.71,63.87,54.73,0.05,0.36,85.71,0.05,70.22,-0.22,68.10
2234,The Sexy Brutale,131.02,96.75,82.00,0.05,0.37,131.02,0.05,106.51,-0.23,103.25
1350,Mystical Ninja 2 - Starring Goemon,138.20,102.22,86.74,0.05,0.37,138.20,0.05,112.47,-0.23,109.06
405,Crimson Gem Saga,156.52,116.05,96.47,0.05,0.38,156.52,0.05,126.50,-0.24,123.01
373,CONSCRIPT,82.04,59.81,51.03,0.05,0.38,82.04,0.05,66.53,-0.24,64.29
1556,Planetary Annihilation - TITANS,84.61,61.68,52.81,0.05,0.38,84.61,0.05,68.71,-0.23,66.37
2439,Vigil The Longest Night,73.53,53.65,44.73,0.05,0.39,73.53,0.05,59.13,-0.25,57.30
728,Final Fantasy VII Rebirth,107.57,76.99,64.24,0.05,0.40,107.57,0.05,85.90,-0.26,82.93
238,Bloody Roar 2,71.13,50.72,42.80,0.05,0.40,71.13,0.05,56.97,-0.25,54.88
71,Amid Evil,84.86,61.78,50.96,0.05,0.40,84.86,0.05,67.91,-0.25,65.87
1720,Rise of the Third Power,120.74,83.71,69.55,0.05,0.42,120.74,0.05,95.15,-0.27,91.33
1950,Spyro the Dragon,154.70,109.36,87.71,0.05,0.43,154.70,0.05,121.21,-0.28,117.26
452,Dead Rising 4,107.79,74.20,60.78,0.05,0.44,107.79,0.05,84.28,-0.28,80.92
2103,Tekken 4,135.21,90.73,74.13,0.05,0.45,135.21,0.05,104.67,-0.29,100.02
434,Darkest Dungeon II,52.20,36.23,28.76,0.05,0.45,52.20,0.05,40.48,-0.30,39.06
23,A Total War Saga - Troy,64.95,43.55,35.02,0.05,0.46,64.95,0.05,49.99,-0.31,47.84
970,Hyrule Warriors - Age of Calamity,120.35,81.35,63.87,0.05,0.47,120.35,0.05,92.11,-0.31,88.52
558,Dragon Ball Z - Budokai 3,100.65,64.29,50.56,0.05,0.50,100.65,0.05,75.61,-0.34,71.84
539,Donkey Kong 64,112.96,71.64,52.05,0.05,0.54,112.96,0.05,82.51,-0.37,78.88
674,Fallout - New Vegas,70.10,43.15,31.91,0.05,0.54,70.10,0.05,51.00,-0.38,48.39
1925,Space Prison,89.00,53.83,40.59,0.05,0.54,89.00,0.05,64.79,-0.38,61.14
1443,Of Orcs and Men,79.66,49.30,35.77,0.05,0.55,79.66,0.05,57.72,-0.39,54.91
374,Contact,105.22,63.11,46.15,0.05,0.56,105.22,0.05,75.68,-0.40,71.49
1885,Slay the Spire,112.13,68.13,49.03,0.05,0.56,112.13,0.05,80.58,-0.40,76.43
2037,Super Meat Boy Forever,130.08,80.95,57.65,0.05,0.56,130.08,0.05,93.86,-0.39,89.56
1966,Star Wars - Knights of the Old Republic II - The Sith Lords,80.10,47.45,34.70,0.05,0.57,80.10,0.05,57.40,-0.40,54.08
1978,SteamWorld Dig 2,93.03,57.34,39.97,0.05,0.57,93.03,0.05,66.50,-0.41,63.45
593,Duke Nukem - Zero Hour,99.64,58.66,42.19,0.05,0.58,99.64,0.05,70.92,-0.41,66.83
1402,Nightmare Creatures,52.70,30.24,21.53,0.05,0.59,52.70,0.05,37.11,-0.43,34.82
1828,Shantae - Riskys Revenge,124.21,73.50,49.41,0.05,0.60,124.21,0.05,86.81,-0.44,82.37
1782,Scarlet Hood and the Wicked Wood,136.48,76.97,54.17,0.05,0.60,136.48,0.05,95.33,-0.44,89.21
1411,Ninja Gaiden Sigma,80.46,45.11,31.96,0.05,0.60,80.46,0.05,56.21,-0.44,52.51
1324,Mortal Kombat - Shaolin Monks,69.61,39.44,26.85,0.05,0.61,69.61,0.05,48.23,-0.45,45.30
887,Half-Life,188.77,109.32,71.93,0.05,0.62,188.77,0.05,130.35,-0.45,123.34
957,Hotline Miami 2 - Wrong Number,120.30,68.23,44.69,0.05,0.63,120.30,0.05,82.50,-0.46,77.74
256,Borderlands,129.67,71.62,47.90,0.05,0.63,129.67,0.05,88.78,-0.47,83.06
2262,The Wolf Among Us,57.08,32.22,20.06,0.05,0.65,57.08,0.05,38.57,-0.49,36.45
366,Command & Conquer Red Alert 2,143.37,74.70,48.60,0.05,0.66,143.37,0.05,95.98,-0.50,88.89
1497,Papetura,148.78,82.54,51.00,0.05,0.66,148.78,0.05,99.89,-0.49,94.11
925,Hell Pie,151.06,81.89,50.56,0.05,0.67,151.06,0.05,100.81,-0.50,94.51
10,9 Monkeys of Shaolin,96.84,50.57,30.54,0.05,0.68,96.84,0.05,63.69,-0.53,59.32
260,BPM - Bullets Per Minute,121.43,60.88,37.52,0.05,0.69,121.43,0.05,79.47,-0.53,73.28
39,Aeterna Noctis,109.16,54.64,32.96,0.05,0.70,109.16,0.05,71.06,-0.54,65.58
578,Dragon's Dogma - Dark Arisen,109.67,56.74,32.54,0.05,0.70,109.67,0.05,71.10,-0.55,66.32
583,Drakengard,60.14,30.08,17.45,0.05,0.71,60.14,0.05,38.80,-0.56,35.89
559,Dragon Ball Z - Kakarot,174.31,72.84,33.39,0.05,0.81,174.31,0.05,103.85,-0.69,93.51
932,Heroes of Might and Magic IV,116.41,113.62,112.09,0.06,0.04,116.41,0.06,114.25,-0.02,114.04
148,Automachef,146.55,141.55,138.40,0.06,0.06,146.55,0.06,142.47,-0.03,142.16
742,Final Fantasy_2,205.41,194.87,188.35,0.06,0.08,205.41,0.06,196.88,-0.04,196.21
453,Dead Rising,110.97,104.11,100.45,0.06,0.09,110.97,0.06,105.71,-0.05,105.18
1985,Stella Glow,144.81,134.76,128.89,0.06,0.11,144.81,0.06,136.85,-0.06,136.15
356,Clue - The Classic Mystery Gam,89.95,83.59,80.29,0.06,0.11,89.95,0.06,85.12,-0.06,84.61
143,Atelier Ryza - Ever Darkness & the Secret Hideout,148.34,136.39,129.81,0.06,0.12,148.34,0.06,139.08,-0.07,138.18
1375,Neighbors From Hell,85.77,79.10,75.07,0.06,0.12,85.77,0.06,80.42,-0.07,79.98
739,Final Fantasy XVI,114.56,105.08,99.14,0.06,0.13,114.56,0.06,106.85,-0.07,106.26
1488,Pandora's Tower,83.20,76.61,72.58,0.06,0.13,83.20,0.06,77.89,-0.07,77.46
780,Front Mission 4,86.40,78.51,73.49,0.06,0.15,86.40,0.06,79.94,-0.08,79.47
2489,Wild Arms 4,108.41,97.53,91.22,0.06,0.16,108.41,0.06,99.81,-0.09,99.05
9,"9 Hours, 9 Persons, 9 Doors",76.26,67.56,63.07,0.06,0.17,76.26,0.06,69.66,-0.10,68.96
1891,Sly 3 - Honor Among Thieves,88.23,78.32,72.88,0.06,0.17,88.23,0.06,80.56,-0.10,79.81
2296,Titan Souls,96.25,85.47,79.71,0.06,0.17,96.25,0.06,87.98,-0.10,87.14
1475,Outland,107.27,94.41,87.80,0.06,0.18,107.27,0.06,97.53,-0.10,96.49
449,Dead or Alive - Dimensions,165.68,146.76,136.21,0.06,0.18,165.68,0.06,150.94,-0.10,149.55
1767,Sakura Wars - So Long My Love,185.72,165.47,153.15,0.06,0.18,185.72,0.06,169.44,-0.10,168.11
1681,Remnant from the Ashes,90.87,80.32,74.80,0.06,0.18,90.87,0.06,82.84,-0.10,82.00
2447,Wandering Sword,136.64,119.50,111.00,0.06,0.19,136.64,0.06,123.82,-0.10,122.38
399,Crash Team Racing,128.37,112.65,103.05,0.06,0.20,128.37,0.06,115.71,-0.11,114.69
942,Hitman - Blood Money,39.56,34.69,31.84,0.06,0.20,39.56,0.06,35.70,-0.11,35.36
1496,Papers Please,53.81,46.68,43.07,0.06,0.20,53.81,0.06,48.44,-0.11,47.85
2416,Valkyria Chronicles II,105.18,90.86,83.08,0.06,0.21,105.18,0.06,94.13,-0.12,93.04
1804,Shadow Blade Reload,98.70,84.55,77.28,0.06,0.22,98.70,0.06,87.99,-0.12,86.85
437,Darksiders III,108.48,92.29,83.13,0.06,0.23,108.48,0.06,95.80,-0.13,94.63
1269,Metaphor ReFantazio,127.37,107.64,96.99,0.06,0.24,127.37,0.06,112.18,-0.14,110.67
69,American Arcadia,156.84,132.81,119.80,0.06,0.24,156.84,0.06,138.32,-0.13,136.48
1023,Jade Cocoon - Story of the Tamamayu,71.18,60.27,54.43,0.06,0.24,71.18,0.06,62.81,-0.14,61.96
88,Apollo Justice - Ace Attorney Trilogy,137.03,116.19,103.18,0.06,0.25,137.03,0.06,120.11,-0.14,118.80
22,A Story about my Uncle,164.56,138.08,123.38,0.06,0.25,164.56,0.06,143.97,-0.14,142.01
2034,Super Mario RPG,204.45,172.48,152.35,0.06,0.25,204.45,0.06,178.40,-0.15,176.43
2375,Ultra Age,107.84,90.03,78.96,0.06,0.27,107.84,0.06,93.40,-0.16,92.28
1659,Ravenswatch,124.69,101.87,90.49,0.06,0.27,124.69,0.06,107.59,-0.16,105.68
1,"10,000 Bullets",54.02,44.26,39.38,0.06,0.27,54.02,0.06,46.70,-0.16,45.89
2172,The Knight Witch,98.92,82.25,71.72,0.06,0.27,98.92,0.06,85.32,-0.16,84.30
477,Def Jam - Fight for NY,52.89,43.63,38.11,0.06,0.28,52.89,0.06,45.50,-0.17,44.88
773,FreeSpace 2,65.32,52.99,46.57,0.06,0.29,65.32,0.06,55.94,-0.17,54.96
2507,Wo Long Fallen Dynasty,72.24,58.15,50.95,0.06,0.29,72.24,0.06,61.59,-0.18,60.44
2361,Twin Blades,79.13,63.57,55.83,0.06,0.29,79.13,0.06,67.48,-0.18,66.18
1909,Songs of Conquest,101.47,82.74,70.90,0.06,0.30,101.47,0.06,86.18,-0.18,85.04
284,Bushido Blade 2,161.83,131.92,113.73,0.06,0.30,161.83,0.06,137.78,-0.18,135.83
1149,Lost in Play,164.04,132.24,115.19,0.06,0.30,164.04,0.06,139.62,-0.18,137.16
1143,Loopmancer,105.82,85.71,73.35,0.06,0.31,105.82,0.06,89.59,-0.18,88.29
836,GoldenEye 007,125.33,98.65,84.64,0.06,0.32,125.33,0.06,104.99,-0.20,102.87
2284,Time - Gentlemen Please,130.43,104.50,88.30,0.06,0.32,130.43,0.06,109.36,-0.19,107.74
2444,Voyage,98.12,77.45,66.32,0.06,0.32,98.12,0.06,82.22,-0.20,80.63
1082,Knights in the Nightmare,131.82,103.05,87.87,0.06,0.33,131.82,0.06,109.84,-0.20,107.58
318,Cat Quest III,148.29,117.12,99.59,0.06,0.33,148.29,0.06,123.94,-0.20,121.67
158,Baldur's Gate - Dark Alliance,132.71,103.55,88.01,0.06,0.34,132.71,0.06,110.36,-0.20,108.09
2364,Twisted Metal,105.86,81.61,69.17,0.06,0.35,105.86,0.06,87.51,-0.21,85.55
1347,Mystery Dungeon - Shiren the Wanderer,107.32,84.37,70.20,0.06,0.35,107.32,0.06,88.76,-0.21,87.30
1147,Lost Dimension,125.06,97.60,80.89,0.06,0.35,125.06,0.06,102.97,-0.22,101.18
1579,Pokémon Stadium,147.99,115.93,96.14,0.06,0.35,147.99,0.06,122.07,-0.21,120.02
2383,Uncharted 3 - Drake's Deception,135.95,104.06,87.49,0.06,0.36,135.95,0.06,111.72,-0.22,109.17
401,Crazy Machines,154.99,119.00,97.81,0.06,0.37,154.99,0.06,126.40,-0.23,123.93
2210,The Medium,103.06,78.94,63.89,0.06,0.38,103.06,0.06,83.48,-0.24,81.97
1456,One Piece - Pirate Warriors 3,131.91,100.28,80.66,0.06,0.39,131.91,0.06,106.28,-0.24,104.28
2453,"Warhammer 40K - Shootas, Blood & Teef",90.62,68.88,55.18,0.06,0.39,90.62,0.06,72.90,-0.25,71.56
1073,Kingdom Two Crowns,116.45,88.15,70.43,0.06,0.40,116.45,0.06,93.44,-0.25,91.67
670,Fable III,131.85,99.85,79.39,0.06,0.40,131.85,0.06,105.62,-0.25,103.70
1700,Resistance 3,220.14,162.68,131.46,0.06,0.40,220.14,0.06,175.80,-0.25,171.43
599,Dungeons 2,60.60,45.21,36.14,0.06,0.40,60.60,0.06,48.37,-0.26,47.32
456,Dead Space,81.93,61.35,49.38,0.06,0.40,81.93,0.06,65.66,-0.25,64.22
1179,Mafia - Definitive Edition,163.27,118.83,95.92,0.06,0.41,163.27,0.06,129.60,-0.26,126.01
2528,X-Men Origins Wolverine,60.41,44.40,35.46,0.06,0.41,60.41,0.06,47.94,-0.27,46.76
2440,Visions of Mana,158.28,116.45,90.23,0.06,0.43,158.28,0.06,124.26,-0.28,121.65
2456,WarioWare - Touched!,187.79,134.33,106.91,0.06,0.43,187.79,0.06,147.35,-0.28,143.01
2462,Wartales,74.19,54.04,42.47,0.06,0.43,74.19,0.06,58.33,-0.28,56.90
2321,Torchlight,116.99,83.49,65.22,0.06,0.44,116.99,0.06,91.11,-0.29,88.57
1814,Shadow of the Tomb Raider,66.84,47.66,37.65,0.06,0.44,66.84,0.06,52.24,-0.28,50.71
984,IMMORTALITY,102.76,73.27,56.28,0.06,0.45,102.76,0.06,79.52,-0.30,77.44
580,Drakan - The Ancients' Gates,126.05,90.04,69.11,0.06,0.45,126.05,0.06,97.58,-0.29,95.07
2145,The Dungeon of Naheulbeuk The Amulet of Chaos,44.63,31.73,24.57,0.06,0.45,44.63,0.06,34.60,-0.30,33.64
2203,The Lord of the Rings - The Return of the King,92.00,66.39,50.94,0.06,0.45,92.00,0.06,71.47,-0.29,69.78
679,Fallout,100.86,72.44,54.91,0.06,0.46,100.86,0.06,77.88,-0.30,76.07
1825,Shank 2,72.41,51.20,39.14,0.06,0.46,72.41,0.06,55.78,-0.30,54.25
1718,Rise & Shine,184.71,128.27,95.81,0.06,0.48,184.71,0.06,140.26,-0.32,136.26
1908,Songs for a Hero,195.67,136.63,102.47,0.06,0.48,195.67,0.06,149.07,-0.31,144.92
1321,Morbid - The Seven Acolytes,48.64,33.98,25.27,0.06,0.48,48.64,0.06,36.95,-0.33,35.96
234,BloodRayne,81.48,56.38,42.36,0.06,0.48,81.48,0.06,61.92,-0.32,60.07
351,Clid The Snail,98.92,68.02,50.27,0.06,0.49,98.92,0.06,74.59,-0.33,72.40
1409,Ninja Gaiden 3 Razors Edge,55.54,37.30,27.76,0.06,0.50,55.54,0.06,41.65,-0.34,40.20
770,Fran Bow,63.53,42.49,31.86,0.06,0.50,63.53,0.06,47.70,-0.34,45.96
2104,Tekken 5,125.85,84.95,59.09,0.06,0.53,125.85,0.06,92.47,-0.36,89.96
1949,Spyro 2 - Ripto's Rage!,146.46,94.40,68.38,0.06,0.53,146.46,0.06,107.42,-0.37,103.08
485,Desperados III,125.35,79.90,55.81,0.06,0.55,125.35,0.06,90.58,-0.39,87.02
1102,Legacy of Kain - Defiance,89.61,56.26,39.09,0.06,0.56,89.61,0.06,64.35,-0.40,61.66
1407,Nine Sols,118.95,75.58,51.36,0.06,0.57,118.95,0.06,85.15,-0.40,81.96
470,Deathloop,132.26,85.21,55.19,0.06,0.58,132.26,0.06,93.73,-0.42,90.89
2126,The Baconing,85.32,54.47,35.14,0.06,0.59,85.32,0.06,60.23,-0.42,58.31
1089,La-Mulana,109.38,66.90,43.89,0.06,0.60,109.38,0.06,76.63,-0.43,73.39
1094,Last Day of June,214.77,135.57,86.33,0.06,0.60,214.77,0.06,150.55,-0.43,145.56
920,Heaven Dust 2,53.29,32.57,21.31,0.06,0.60,53.29,0.06,37.30,-0.44,35.73
1481,Overlord + Raising Hell,85.32,51.82,33.71,0.06,0.60,85.32,0.06,59.52,-0.44,56.95
543,DOOM Eternal,127.84,77.29,49.34,0.06,0.61,127.84,0.06,88.59,-0.45,84.82
2313,Tomb Raider,62.75,38.02,23.56,0.06,0.62,62.75,0.06,43.16,-0.46,41.44
1229,Mass Effect 2,120.30,73.43,44.03,0.06,0.63,120.30,0.06,82.16,-0.47,79.25
2141,The Council,51.21,30.65,19.16,0.06,0.63,51.21,0.06,35.19,-0.47,33.67
2204,The Lord of the Rings - The Third Age,98.18,57.88,36.18,0.06,0.63,98.18,0.06,67.18,-0.47,64.08
295,Call of Juarez,124.12,75.86,45.15,0.06,0.64,124.12,0.06,84.64,-0.47,81.71
