Name,r,g,b,hue,sat_1,value,lumo,Custom Order,sat_2,red,green,blue,yellow,cyan,magenta,orange,indigo,black,white,unknown,grey
Meg's Monster,81,93,102,205.71,0.21,0,0.36,B,0.11,319,0,0,83,0,0,378,0,6603,813,42933,267
Resident Evil 4,59,83,101,205.71,0.42,0,0.31,B,0.26,0,0,0,0,0,0,0,0,10864,771,41190,2010
Pronty,27,64,92,205.85,0.71,0,0.23,B,0.55,0,0,0,0,0,0,0,0,904,23,43114,86
Watch Dogs 2,109,122,132,206.09,0.17,1,0.47,B,0.1,0,0,0,8,0,0,29,0,5671,3873,39922,3278
Planet Coaster,84,115,139,206.18,0.4,1,0.44,B,0.25,35,0,0,60,0,0,106,6,3180,1749,42382,818
Song of Horror,123,132,139,206.25,0.12,1,0.51,B,0.06,0,0,0,0,5,0,0,0,7067,14973,41428,1772
Taur,18,45,66,206.25,0.73,0,0.16,B,0.57,0,0,0,0,1,0,0,0,19747,520,42852,348
Thank Goodness you're Here,161,189,211,206.4,0.24,1,0.73,B,0.36,133,0,0,14,0,0,40,0,520,5844,42769,431
Fabledom,116,141,161,206.67,0.28,1,0.54,B,0.19,1,0,2,0,52,0,16,0,375,2974,42301,899
The Night is Grey,34,44,52,206.67,0.35,0,0.17,B,0.21,0,0,0,3,0,0,0,0,26587,1955,42205,995
Until Dawn,33,43,51,206.67,0.35,0,0.16,B,0.21,0,0,0,0,0,0,0,0,27574,459,42460,740
Neon White,84,135,176,206.74,0.52,1,0.51,B,0.37,60,0,326,0,1956,0,0,7,3499,6892,42730,470
Baldur's Gate - Dark Alliance II,69,105,134,206.77,0.49,1,0.4,B,0.32,3,0,0,0,0,0,1,0,3133,2361,42048,1152
Bayonetta 2,103,129,150,206.81,0.31,1,0.5,B,0.19,0,0,0,56,0,0,10,0,3158,2962,42417,783
Psi-Ops The Mindgate Conspiracy,55,76,93,206.84,0.41,0,0.29,B,0.26,0,0,0,0,1,0,0,0,18950,2883,42099,1101
Beyond - Two Souls,115,126,135,207,0.15,1,0.49,B,0.08,0,0,0,0,0,0,0,0,9716,10260,39567,3633
Final Fantasy XV,78,89,98,207,0.2,0,0.35,B,0.11,0,0,0,0,0,0,0,0,11076,762,38222,4978
N+,101,128,151,207.6,0.33,1,0.49,B,0.2,0,0,0,621,0,0,919,0,8298,3957,42831,369
Super Mario Bros. Wonder,152,159,165,207.69,0.08,1,0.62,B,0.07,1062,65,935,251,375,14,449,0,1453,12565,41280,1920
Trials of Mana,112,147,177,207.69,0.37,1,0.57,B,0.29,55,0,558,13,1274,0,64,0,16,2344,42990,210
Uncharted 2 - Among Thieves,82,96,108,207.69,0.24,0,0.37,B,0.14,156,0,0,0,0,0,30,0,9761,1829,42051,1149
Plushie from the Sky,132,168,199,207.76,0.34,1,0.65,B,0.37,7,0,133,0,64,0,21,0,0,8469,43183,17
Front Mission,70,92,111,207.8,0.37,0,0.35,B,0.23,0,0,0,0,254,0,153,0,1954,1243,39864,3336
Portal Revolution,50,58,65,208,0.23,0,0.23,B,0.13,33,0,0,0,0,0,0,0,29114,1011,42472,728
Silent Hill - Shattered Memories,49,68,85,208.33,0.42,0,0.26,B,0.27,0,0,0,0,4,0,0,0,15184,1257,43157,43
Alan Wake,50,60,69,208.42,0.28,0,0.23,B,0.16,0,0,0,0,0,0,0,0,25401,2280,43040,160
Star Wars Battlefront,117,138,157,208.5,0.25,1,0.54,B,0.17,5,0,0,0,0,0,0,0,6590,6734,41221,1979
Pokémon Mystery Dungeon - Blue Rescue Team,81,102,121,208.5,0.33,0,0.4,B,0.2,2,0,3,765,21,0,766,0,3751,1122,42934,266
The Forest Quartet,35,46,56,208.57,0.37,0,0.18,B,0.23,0,0,0,2,0,0,0,0,17363,488,42646,554
Ori and the Blind Forest,46,94,140,209.36,0.67,1,0.36,B,0.51,0,0,252,0,1501,0,0,0,6680,1467,42968,232
Suikoden IV,165,184,203,210,0.19,1,0.72,B,0.27,0,0,0,0,10,0,0,0,1919,17113,42676,524
ICEY,152,166,180,210,0.16,1,0.65,B,0.16,0,0,0,0,646,0,0,0,3459,19639,41446,1754
Those Games,143,165,187,210,0.24,1,0.65,B,0.24,1526,1,10,141,156,0,915,0,520,7378,41875,1325
Phoenix Wright - Ace Attorney - Trials and Tribulations,146,151,156,210,0.06,1,0.59,B,0.05,7,0,0,47,0,0,56,0,2682,15036,41782,1418
Bright Memory,133,142,151,210,0.12,1,0.56,B,0.08,0,0,0,0,0,0,0,0,3216,6885,40530,2670
Sniper Elite III,138,139,140,210,0.01,1,0.55,B,0.01,0,0,0,103,0,0,132,0,4608,8682,40937,2263
Viewtiful Joe 2,117,132,147,210,0.2,1,0.52,B,0.12,2367,0,0,108,321,0,584,1,4564,5537,42263,937
Pilotwings 64,99,130,161,210,0.39,1,0.51,B,0.25,130,0,2,71,9,0,589,0,940,3449,37526,5674
Fell Seal Arbiters Mark,121,122,123,210,0.02,0,0.48,B,0.01,19,0,0,0,0,0,40,0,2324,797,38727,4473
Rogue Galaxy,98,110,122,210,0.2,0,0.43,B,0.11,14,0,1,7,1,0,18,0,8782,6253,41664,1536
Metal Gear - Rising Revengeance,103,108,113,210,0.09,0,0.42,B,0.05,0,0,0,1,52,0,41,0,10364,5004,41181,2019
Middle-Earth - Shadow of Mordor,83,86,89,210,0.07,0,0.34,B,0.03,0,0,0,0,0,0,0,0,18165,4040,34580,8620
Baten Kaitos - Origins,62,79,96,210,0.35,0,0.31,B,0.22,47,0,0,145,17,0,689,0,8379,743,42983,217
Never Alone,66,71,76,210,0.13,0,0.28,B,0.07,0,0,0,0,0,0,0,0,20671,3084,40899,2301
Star Fox 64,66,71,76,210,0.13,0,0.28,B,0.07,202,0,0,10,0,0,5,0,17560,1613,41794,1406
Core Keeper,60,65,70,210,0.14,0,0.25,B,0.08,338,0,0,42,566,0,702,0,16732,141,42955,245
Loot River,62,65,68,210,0.09,0,0.25,B,0.05,0,0,0,0,0,0,15,0,14591,195,39781,3419
Resident Evil Village,55,59,63,210,0.13,0,0.23,B,0.07,0,0,0,0,0,0,0,0,28096,3742,40879,2321
Starcraft II - Legacy of the Void,52,57,62,210,0.16,0,0.22,B,0.09,0,0,1,2,0,0,6,0,23041,537,40253,2947
Vambrace Cold Soul,46,55,64,210,0.28,0,0.22,B,0.16,0,0,0,0,2,0,0,0,18993,630,40899,2301
Mortal Shell,43,45,47,210,0.09,0,0.18,B,0.04,0,0,0,0,0,0,0,0,30015,519,38482,4718
Gunpoint,34,38,42,210,0.19,0,0.15,B,0.11,0,0,0,0,0,0,0,0,31411,675,42229,971
The Elder Scrolls V - Skyrim,19,22,25,210,0.24,0,0.09,B,0.14,0,0,0,0,0,0,0,0,41068,68,41256,1944
The Fall,10,17,24,210,0.58,0,0.07,B,0.41,0,0,3,0,85,0,0,0,39524,555,43154,46
I.Q. Intelligent Qube,13,14,15,210,0.13,0,0.05,B,0.07,0,0,0,0,0,0,0,0,40089,1542,42060,1140
Insurmountable,136,165,195,210.51,0.3,1,0.65,B,0.33,0,0,0,0,0,0,0,0,404,1227,42653,547
Ara Fell,142,166,191,210.61,0.26,1,0.65,B,0.28,47,41,1,0,2,0,0,0,21,4725,42575,625
Jotun,149,171,194,210.67,0.23,1,0.67,B,0.27,0,0,0,0,0,0,0,0,11,12324,43053,147
Our Adventurer Guild,125,144,164,210.77,0.24,1,0.57,B,0.18,66,0,0,0,0,0,2,0,736,3351,37685,5515
Minoria,66,85,105,210.77,0.37,0,0.34,B,0.23,220,0,1,0,101,0,200,0,12472,3268,42640,560
30XX,53,87,123,210.86,0.57,0,0.35,B,0.4,24,0,1,353,1374,0,826,0,1966,307,43095,105
Selfloss,114,145,178,210.94,0.36,1,0.57,B,0.29,26,0,0,0,0,0,0,0,114,1993,43031,169
Persona 3,97,128,161,210.94,0.4,1,0.51,B,0.25,0,0,0,0,0,0,0,0,1052,7614,42882,318
Bayonetta,98,126,156,211.03,0.37,1,0.5,B,0.23,0,0,0,0,2,0,0,0,4742,3226,42299,901
Age of Empires II - The Age of Kings,127,140,154,211.11,0.18,1,0.55,B,0.12,595,0,0,0,0,0,44,0,334,6616,42016,1184
Hollow Knight_3,57,82,109,211.15,0.48,0,0.33,B,0.31,0,0,0,0,252,0,0,0,11592,2527,42955,245
This Is the Police 2,99,109,120,211.43,0.17,0,0.43,B,0.1,0,0,0,0,0,0,101,0,7049,5845,42108,1092
Age of Wonders Planetfall,63,73,84,211.43,0.25,0,0.29,B,0.14,0,0,0,0,43,0,0,0,17497,1912,42153,1047
Child of Light,162,171,181,211.58,0.1,1,0.67,B,0.11,0,0,0,0,0,0,0,0,2963,19853,42776,424
Resident Evil - Revelations,31,40,50,211.58,0.38,0,0.16,B,0.23,66,0,0,0,29,0,35,0,26312,301,42402,798
Graveyard Keeper,54,80,109,211.64,0.5,0,0.32,B,0.34,1,0,247,294,0,0,763,11,807,2,43015,185
Kid Icarus - Uprising,119,153,191,211.67,0.38,1,0.61,B,0.36,0,0,2407,20,185,0,119,0,2492,7041,42782,418
The Jackbox Party Pack 7,120,145,173,211.7,0.31,1,0.57,B,0.24,1335,0,34,313,4,0,407,31,854,5233,42646,554
The Henry Stickmin Collection,100,133,170,211.71,0.41,1,0.53,B,0.29,653,0,0,0,159,0,0,0,1499,4632,41549,1651
Einhander,176,184,193,211.76,0.09,1,0.72,B,0.12,36,0,101,118,7,0,130,27,752,22890,41919,1281
The Turing Test,146,160,176,212,0.17,1,0.63,B,0.16,0,0,0,0,0,0,0,0,2468,13356,42617,583
Aliens Dark Descent,58,65,73,212,0.21,0,0.26,B,0.11,3,0,0,0,4,0,0,0,20918,1750,41792,1408
Lonely Mountains Downhill,112,132,155,212.09,0.28,1,0.52,B,0.18,0,0,31,109,4,0,72,8,1009,2848,40504,2696
Armello,106,119,134,212.14,0.21,1,0.47,B,0.12,0,0,0,28,0,0,51,4,5179,2474,42618,582
Yakuza 0,86,99,114,212.14,0.25,0,0.39,B,0.14,0,0,0,0,5,0,0,0,6936,2125,42343,857
Wonhon - A Vengeful Spirit,49,66,86,212.43,0.43,0,0.26,B,0.27,0,0,0,0,109,0,0,0,20197,1952,42828,372
Lies of P,80,91,104,212.5,0.23,0,0.36,B,0.13,286,0,0,0,179,0,0,0,12669,1260,42205,995
Huntdown,78,94,113,212.57,0.31,0,0.37,B,0.18,1,0,0,0,0,0,5,0,8452,2021,42211,989
