Index,Title,RED,GREEN,BLUE,CLUSTERS,HUE,SATURATION,VALUE,HUE,LUMO,SATURATION 2
1817,Shadow The Hedgehog,100.27,73.76,56.48,43.79,0.07,0.44,100.27,0.07,78,-0.28
2505,Wizard of Legend,107.37,80.90,63.47,43.9,0.07,0.41,107.37,0.07,85,-0.26
2277,Threads of Fate,173.35,147.34,129.35,44,0.07,0.25,173.35,0.07,151,-0.15
1267,Metal Slug 7,116.71,89.57,69.19,47.52,0.07,0.41,116.71,0.07,93,-0.26
340,Children of the Sun,113.23,86.84,65.39,47.84,0.07,0.42,113.23,0.07,89,-0.27
798,Gears Tactics,106.22,77.41,58.16,48.06,0.07,0.45,106.22,0.07,82,-0.30
542,Doom 3,70.15,40.38,20.00,50.15,0.07,0.71,70.15,0.07,45,-0.57
683,Fat Princess - Fistful of Cake,156.24,127.01,103.97,52.27,0.07,0.33,156.24,0.07,130,-0.20
2378,Unavowed,95.38,64.75,42.82,52.56,0.07,0.55,95.38,0.07,69,-0.39
2255,The Walking Dead,121.27,90.70,67.67,53.6,0.07,0.44,121.27,0.07,94,-0.29
1785,Scorn,92.62,60.20,37.19,55.43,0.07,0.60,92.62,0.07,65,-0.43
594,Duke Nukem 64,89.97,56.40,34.20,55.77,0.07,0.62,89.97,0.07,62,-0.46
1812,Shadow of Rome,98.54,65.52,42.24,56.3,0.07,0.57,98.54,0.07,70,-0.41
1765,Sakuna - Of Rice and Ruin,177.68,145.11,120.81,56.87,0.07,0.32,177.68,0.07,149,-0.19
1797,Serial Cleaners,127.91,94.57,70.44,57.47,0.07,0.45,127.91,0.07,99,-0.29
2202,The Lord of the Rings - The Fellowship of the Ring,103.35,69.10,45.87,57.48,0.07,0.56,103.35,0.07,75,-0.39
2478,Wet,137.01,102.24,77.28,59.73,0.07,0.44,137.01,0.07,107,-0.28
484,Desperados 2 - Cooper's Revenge,101.59,65.88,41.55,60.04,0.07,0.59,101.59,0.07,72,-0.43
379,Cook Serve Delicious 2,156.28,122.46,95.52,60.76,0.07,0.39,156.28,0.07,126,-0.24
2368,TY the Tasmanian Tiger 4,138.05,100.60,76.50,61.55,0.07,0.45,138.05,0.07,107,-0.29
168,Banjo-Tooie,150.87,112.89,88.05,62.82,0.07,0.42,150.87,0.07,119,-0.27
1233,Max - The Curse of Brotherhood,118.43,80.29,55.20,63.23,0.07,0.53,118.43,0.07,87,-0.37
2175,The Last Friend,158.38,119.78,93.47,64.91,0.07,0.41,158.38,0.07,126,-0.26
1653,Ratchet & Clank - Up Your Arsenal,93.20,52.10,24.44,68.76,0.07,0.74,93.20,0.07,59,-0.59
2407,Untold Legends - Brotherhood of the Blade,129.05,88.48,58.90,70.15,0.07,0.54,129.05,0.07,94,-0.38
901,Hard West,91.18,51.12,20.32,70.86,0.07,0.78,91.18,0.07,56,-0.65
1752,Running with Rifles,123.89,81.07,51.60,72.29,0.07,0.58,123.89,0.07,88,-0.42
375,Contra - Operation Galuga,127.41,83.25,52.50,74.91,0.07,0.59,127.41,0.07,90,-0.42
235,Bloodroots,157.86,115.89,82.49,75.37,0.07,0.48,157.86,0.07,120,-0.32
751,Fire Emblem Radiant Dawn,155.12,107.41,76.42,78.7,0.07,0.51,155.12,0.07,116,-0.34
1673,Red Faction Guerrilla,195.99,146.65,114.98,81.01,0.07,0.41,195.99,0.07,155,-0.26
483,Desperados - Wanted Dead or Alive,125.84,77.97,44.63,81.21,0.07,0.65,125.84,0.07,85,-0.48
1295,Ministry of Broadcast,159.79,110.89,76.17,83.62,0.07,0.52,159.79,0.07,118,-0.36
1081,Knights and Bikes,173.77,119.04,82.13,91.64,0.07,0.53,173.77,0.07,128,-0.36
229,Blazing Chrome,157.70,103.12,63.82,93.88,0.07,0.60,157.70,0.07,111,-0.43
1358,Naruto - Ultimate Ninja Heroes,143.06,89.25,47.25,95.81,0.07,0.67,143.06,0.07,95,-0.51
1676,Red Steel 2,185.94,125.54,84.95,100.99,0.07,0.54,185.94,0.07,135,-0.38
610,Earthworm Jim 2,145.29,87.02,44.26,101.03,0.07,0.70,145.29,0.07,95,-0.54
2465,Wasteland Remastered,146.92,78.20,32.68,114.24,0.07,0.78,146.92,0.07,90,-0.64
1883,Slay the Minotaur,163.55,92.61,38.95,124.6,0.07,0.76,163.55,0.07,101,-0.62
1014,Iris.Fall,34.92,34.73,34.57,0.35,0.08,0.01,34.92,0.08,35,-0.01
1242,Mecha Knights - Nightmare,41.95,40.69,39.46,2.49,0.08,0.06,41.95,0.08,41,-0.03
1714,Rez,70.76,68.13,65.72,5.04,0.08,0.07,70.76,0.08,68,-0.04
1142,Loop Hero,41.12,38.59,35.97,5.15,0.08,0.13,41.12,0.08,39,-0.07
690,Fear and Hunger,52.29,49.51,47.07,5.22,0.08,0.10,52.29,0.08,50,-0.05
2160,The Game of Sisyphus,97.15,93.41,89.97,7.18,0.08,0.07,97.15,0.08,94,-0.04
353,Clock Tower 3,59.68,55.41,51.25,8.43,0.08,0.14,59.68,0.08,55,-0.08
760,Flow,35.88,31.33,27.28,8.6,0.08,0.24,35.88,0.08,32,-0.14
806,Gex 3 - Deep Cover Gecko,67.30,61.91,57.26,10.04,0.08,0.15,67.30,0.08,62,-0.08
829,God of War II,78.22,72.24,67.25,10.97,0.08,0.14,78.22,0.08,73,-0.08
165,Bangai-O Spirits,116.58,110.86,105.33,11.25,0.08,0.10,116.58,0.08,111,-0.05
2170,The Jackbox Party Pack 3,68.22,61.45,54.83,13.39,0.08,0.20,68.22,0.08,62,-0.11
2307,Tom Clancy's Splinter Cell - Conviction,78.81,70.97,64.12,14.69,0.08,0.19,78.81,0.08,71,-0.10
719,Final Fantasy IV,213.56,206.02,198.24,15.32,0.08,0.07,213.56,0.08,206,-0.04
1594,Prince of Persia - The Forgotten Sands,135.84,127.75,120.01,15.83,0.08,0.12,135.84,0.08,128,-0.06
2461,WARSAW,62.13,53.97,46.26,15.87,0.08,0.26,62.13,0.08,54,-0.15
266,Bravely Default,170.42,161.66,154.15,16.27,0.08,0.10,170.42,0.08,162,-0.05
999,Injustice - Gods Among Us,81.20,72.77,64.46,16.74,0.08,0.21,81.20,0.08,73,-0.12
1990,Stories - The Path of Destinies,90.34,81.71,73.47,16.87,0.08,0.19,90.34,0.08,82,-0.10
305,Castle Crashers,106.36,97.99,89.46,16.9,0.08,0.16,106.36,0.08,98,-0.09
2327,Total War - WARHAMMER,82.37,73.17,65.39,16.98,0.08,0.21,82.37,0.08,74,-0.12
2196,The Legend of Zelda - Twilight Princess,109.44,100.62,92.33,17.11,0.08,0.16,109.44,0.08,101,-0.09
1755,Ryse - Son of Rome,90.21,81.04,72.83,17.38,0.08,0.19,90.21,0.08,82,-0.11
716,Final Fantasy II,199.62,190.36,182.13,17.49,0.08,0.09,199.62,0.08,191,-0.05
1065,Kingdom Hearts - 358-2 Days,175.12,165.67,157.26,17.86,0.08,0.10,175.12,0.08,166,-0.05
2482,When the Past was Around,187.24,177.47,168.38,18.86,0.08,0.10,187.24,0.08,178,-0.05
72,Amnesia - Rebirth,45.87,35.86,26.83,19.04,0.08,0.41,45.87,0.08,36,-0.27
1213,Mario Party,167.46,157.48,148.24,19.22,0.08,0.11,167.46,0.08,158,-0.06
1976,State of Mind,210.34,200.24,190.36,19.98,0.08,0.09,210.34,0.08,200,-0.05
277,Brothers - A Tale of Two Sons,125.10,114.87,104.26,20.84,0.08,0.17,125.10,0.08,115,-0.09
852,Grand Theft Auto V,119.08,107.48,96.93,22.15,0.08,0.19,119.08,0.08,108,-0.10
1353,NAIRI - Tower of Shirin,140.11,127.88,117.44,22.67,0.08,0.16,140.11,0.08,129,-0.09
905,Harvest Moon - Frantic Farming,163.07,151.65,140.27,22.8,0.08,0.14,163.07,0.08,152,-0.08
2254,The Walking Dead Season 2,50.83,39.35,27.42,23.41,0.08,0.46,50.83,0.08,39,-0.31
372,Conker's Bad Fur Day,46.85,34.24,23.27,23.58,0.08,0.50,46.85,0.08,35,-0.35
2419,Valkyrie Profile 2 Silmeria,138.24,125.77,113.00,25.24,0.08,0.18,138.24,0.08,126,-0.10
392,Crash Bandicoot 3 - Warped,110.39,96.06,83.55,26.84,0.08,0.24,110.39,0.08,97,-0.14
342,Choo-Choo Charles,135.67,122.11,108.51,27.16,0.08,0.20,135.67,0.08,122,-0.11
1429,Nuts,61.66,47.45,34.19,27.47,0.08,0.45,61.66,0.08,48,-0.29
2353,Truberbrook,98.57,83.99,70.61,27.96,0.08,0.28,98.57,0.08,85,-0.17
1699,Resistance 2,117.06,101.47,88.61,28.45,0.08,0.24,117.06,0.08,103,-0.14
2526,X-Men Legends II - Rise of Apocalypse,99.04,84.13,70.52,28.52,0.08,0.29,99.04,0.08,85,-0.17
513,Disco Elysium,110.59,95.84,81.79,28.8,0.08,0.26,110.59,0.08,96,-0.15
2562,Ys I & II Chronicles,85.47,70.42,56.55,28.92,0.08,0.34,85.47,0.08,71,-0.21
862,GreedFall,91.17,75.79,62.19,28.98,0.08,0.32,91.17,0.08,77,-0.19
395,Crash Bash,151.25,136.05,121.66,29.59,0.08,0.20,151.25,0.08,136,-0.11
568,Dragon Quest IV - Chapters of the Chosen,157.80,142.53,128.18,29.62,0.08,0.19,157.80,0.08,143,-0.10
358,Code of Princess,132.07,116.71,102.05,30.02,0.08,0.23,132.07,0.08,117,-0.13
2190,The Legend of Zelda - Ocarina of Time,145.03,128.74,114.45,30.58,0.08,0.21,145.03,0.08,130,-0.12
1799,Serious Sam 2,75.66,60.23,44.66,31,0.08,0.41,75.66,0.08,60,-0.26
1832,Shenmue III,71.49,55.25,40.40,31.09,0.08,0.43,71.49,0.08,56,-0.28
144,Atelier Ryza 2 - Lost Legends & the Secret Fairy,158.80,142.39,127.70,31.1,0.08,0.20,158.80,0.08,143,-0.11
1801,Seven - Enhanced Edition,86.24,69.21,54.63,31.61,0.08,0.37,86.24,0.08,70,-0.23
2473,Weird West,74.79,57.32,42.07,32.72,0.08,0.44,74.79,0.08,58,-0.28
899,Happy Game,103.88,86.80,71.06,32.82,0.08,0.32,103.88,0.08,87,-0.19
257,Boris and the Dark Survival,81.66,64.18,47.56,34.1,0.08,0.42,81.66,0.08,65,-0.27
1656,Ratchet Deadlocked,103.10,86.01,68.57,34.53,0.08,0.33,103.10,0.08,86,-0.20
2565,Ys Origin,141.02,122.84,106.49,34.53,0.08,0.24,141.02,0.08,124,-0.14
1175,Mad Max,95.44,76.46,59.99,35.45,0.08,0.37,95.44,0.08,78,-0.23
1283,Might & Magic Heroes VI,164.87,144.54,127.90,36.97,0.08,0.22,164.87,0.08,146,-0.13
2232,The Saboteur,100.70,80.74,62.28,38.42,0.08,0.38,100.70,0.08,81,-0.24
1935,Spelunky,70.91,49.66,31.98,38.93,0.08,0.55,70.91,0.08,51,-0.39
748,Fire Emblem Echoes - Shadows of Valentia,170.00,149.26,130.91,39.09,0.08,0.23,170.00,0.08,150,-0.13
512,Discipline The Record of a Crusade,162.39,141.56,123.22,39.17,0.08,0.24,162.39,0.08,143,-0.14
160,Baldur's Gate,108.32,87.87,68.44,39.88,0.08,0.37,108.32,0.08,88,-0.23
1564,Pokemon Ultra Sun,119.27,97.63,79.00,40.27,0.08,0.34,119.27,0.08,99,-0.21
1447,Okamiden,172.16,151.39,131.43,40.73,0.08,0.24,172.16,0.08,152,-0.14
863,Greedventory,66.82,44.46,24.66,42.16,0.08,0.63,66.82,0.08,46,-0.47
2454,Wario Land - Shake It!,157.98,135.55,113.88,44.1,0.08,0.28,157.98,0.08,136,-0.16
561,Dragon Ball Z - Shin Budokai - Another Road,115.03,92.57,70.54,44.49,0.08,0.39,115.03,0.08,93,-0.24
1813,Shadow of the Colossus,89.15,66.62,43.82,45.33,0.08,0.51,89.15,0.08,66,-0.35
2252,The Vagrant,96.16,72.92,50.75,45.41,0.08,0.47,96.16,0.08,73,-0.31
1207,Mario Party 3,137.60,115.01,92.00,45.6,0.08,0.33,137.60,0.08,115,-0.20
1363,Naruto Shippuden - Ultimate Ninja Storm 3,120.12,96.63,74.32,45.8,0.08,0.38,120.12,0.08,97,-0.24
136,ASTLIBRA Revision,148.70,124.74,101.83,46.87,0.08,0.32,148.70,0.08,125,-0.19
370,Commandos 2 - Men of Courage,75.02,51.03,28.05,46.97,0.08,0.63,75.02,0.08,52,-0.46
429,Dark Cloud,106.23,82.40,59.05,47.18,0.08,0.44,106.23,0.08,83,-0.29
2323,Total War - Rome 2,104.74,77.88,53.75,50.99,0.08,0.49,104.74,0.08,79,-0.33
1212,Mario Party DS,147.07,120.39,95.70,51.37,0.08,0.35,147.07,0.08,121,-0.21
58,Alan Wake's American Nightmare,120.02,93.78,67.65,52.37,0.08,0.44,120.02,0.08,94,-0.28
730,Final Fantasy VIII,128.20,101.08,75.43,52.77,0.08,0.41,128.20,0.08,102,-0.26
1323,Mortal Kombat - Deception,83.05,55.94,29.25,53.8,0.08,0.65,83.05,0.08,56,-0.49
786,Full Metal Furies,123.05,95.55,68.42,54.63,0.08,0.44,123.05,0.08,96,-0.29
2408,Untold Legends - The Warriors Code,134.35,106.24,79.05,55.3,0.08,0.41,134.35,0.08,107,-0.26
2411,Vagrus - The Riven Realms,132.45,104.09,76.90,55.55,0.08,0.42,132.45,0.08,105,-0.27
2533,XCOM Enemy Within,99.08,69.69,43.10,55.98,0.08,0.57,99.08,0.08,71,-0.40
0,007 - The World Is Not Enough,120.39,92.50,63.70,56.69,0.08,0.47,120.39,0.08,92,-0.31
1329,Mortal Kombat Unchained,102.21,74.05,45.24,56.97,0.08,0.56,102.21,0.08,74,-0.39
1604,Professor Layton and the Diabolical Box,148.90,118.73,91.81,57.09,0.08,0.38,148.90,0.08,120,-0.24
1101,Legacy of Kain - Blood Omen,112.41,81.62,53.40,59.01,0.08,0.52,112.41,0.08,83,-0.36
2016,Sunday Gold,119.31,89.43,59.87,59.44,0.08,0.50,119.31,0.08,90,-0.34
116,Ash of Gods Redemption,88.65,56.89,27.05,61.6,0.08,0.69,88.65,0.08,58,-0.54
562,Dragon Ball Z - Shin Budokai,126.19,93.19,60.82,65.37,0.08,0.52,126.19,0.08,94,-0.35
2488,Wild Arms 3,152.51,117.71,86.01,66.5,0.08,0.44,152.51,0.08,119,-0.28
2318,Tooth and Tail,161.56,126.87,93.45,68.11,0.08,0.42,161.56,0.08,128,-0.27
1300,Mister Mosquito,150.05,115.04,81.72,68.33,0.08,0.46,150.05,0.08,116,-0.30
2201,The Lord of the Rings - The Battle for Middle-Earth,145.23,107.97,75.78,69.45,0.08,0.48,145.23,0.08,111,-0.32
1235,Max Payne 3,140.58,104.16,71.05,69.53,0.08,0.49,140.58,0.08,106,-0.33
1074,Kingdoms of Amalur Reckoning,147.47,108.91,75.67,71.8,0.08,0.49,147.47,0.08,112,-0.32
48,Age of Wonders 3,124.04,84.26,49.86,74.18,0.08,0.60,124.04,0.08,87,-0.43
1580,Pokémon Sun,184.50,145.73,109.99,74.51,0.08,0.40,184.50,0.08,147,-0.25
1826,Shank,128.90,85.80,47.77,81.13,0.08,0.63,128.90,0.08,88,-0.46
1800,Serious Sam 4,143.45,101.22,60.91,82.54,0.08,0.58,143.45,0.08,102,-0.41
824,God of War - Chains of Olympus,122.26,77.14,38.82,83.44,0.08,0.68,122.26,0.08,81,-0.52
2045,Super Time Force,153.45,111.26,69.60,83.85,0.08,0.55,153.45,0.08,112,-0.38
596,Dungeon Siege II - Broken World,145.70,100.56,60.75,84.95,0.08,0.58,145.70,0.08,103,-0.42
890,Halo 2,115.59,69.22,30.40,85.19,0.08,0.74,115.59,0.08,73,-0.59
1381,Neversong,121.45,70.39,26.18,95.27,0.08,0.78,121.45,0.08,74,-0.65
325,Cel Damage,155.92,101.35,54.46,101.46,0.08,0.65,155.92,0.08,105,-0.49
2396,Unreal 2 - The Awakening,160.22,101.74,49.84,110.38,0.08,0.69,160.22,0.08,105,-0.53
270,Bright Bird,182.03,122.24,71.22,110.81,0.08,0.61,182.03,0.08,127,-0.44
1421,No One Lives Forever,190.26,120.75,63.82,126.44,0.08,0.66,190.26,0.08,127,-0.50
754,Firewatch,167.41,94.09,23.29,144.12,0.08,0.86,167.41,0.08,95,-0.76
432,Dark Souls II,84.32,83.64,82.76,1.56,0.09,0.02,84.32,0.09,84,-0.01
782,Frostpunk,113.07,111.80,110.41,2.66,0.09,0.02,113.07,0.09,112,-0.01
1548,Pillars of Eternity II Deadfire,184.96,183.60,181.93,3.03,0.09,0.02,184.96,0.09,183,-0.01
457,Deadbolt,31.83,30.07,28.19,3.64,0.09,0.11,31.83,0.09,30,-0.06
721,Final Fantasy IX_2,158.36,156.31,153.89,4.47,0.09,0.03,158.36,0.09,156,-0.01
2025,Super Mario 3D All-Stars,135.77,132.31,128.39,7.38,0.09,0.05,135.77,0.09,132,-0.03
1259,Metal Gear Solid - Portable Ops,159.16,155.62,151.26,7.9,0.09,0.05,159.16,0.09,155,-0.03
810,Ghost of Tsushima,96.90,92.62,88.14,8.76,0.09,0.09,96.90,0.09,93,-0.05
285,Bushido Blade,196.64,192.05,186.87,9.77,0.09,0.05,196.64,0.09,192,-0.03
1846,Shin Megami Tensei V,112.92,107.97,101.81,11.11,0.09,0.10,112.92,0.09,107,-0.05
1877,Skully,72.26,67.34,60.96,11.3,0.09,0.16,72.26,0.09,67,-0.09
1382,Neverwinter Nights 2,20.58,14.97,8.63,11.95,0.09,0.58,20.58,0.09,15,-0.44
2158,The Forgotten City,82.09,76.76,70.06,12.03,0.09,0.15,82.09,0.09,76,-0.08
1926,Space Station Silicon Valley,69.69,64.44,57.56,12.13,0.09,0.17,69.69,0.09,64,-0.10
180,Batman Arkham Knight,84.00,78.18,71.42,12.58,0.09,0.15,84.00,0.09,78,-0.08
1203,Mario Kart 7,168.70,162.65,156.11,12.59,0.09,0.07,168.70,0.09,162,-0.04
783,FTL - Faster Than Light,71.79,64.74,56.63,15.16,0.09,0.21,71.79,0.09,64,-0.12
1435,Octopath Traveler,103.72,96.85,88.52,15.2,0.09,0.15,103.72,0.09,96,-0.08
2112,Tenchu 2 - Birth of the Stealth Assassins,140.52,132.78,124.16,16.36,0.09,0.12,140.52,0.09,132,-0.06
618,Ehrgeiz,140.08,131.98,123.02,17.06,0.09,0.12,140.08,0.09,132,-0.07
357,COCOON,75.25,66.71,57.71,17.54,0.09,0.23,75.25,0.09,66,-0.13
1201,Mario Kart - Double Dash,104.04,95.52,85.62,18.42,0.09,0.18,104.04,0.09,95,-0.10
368,Commandos - Behind Enemy Lines,60.11,51.10,41.64,18.47,0.09,0.31,60.11,0.09,51,-0.19
323,Catmaze,92.90,84.22,74.43,18.47,0.09,0.20,92.90,0.09,84,-0.11
996,Infamous,86.31,78.02,67.68,18.63,0.09,0.22,86.31,0.09,77,-0.12
2522,Wulverblade,79.16,70.86,60.50,18.66,0.09,0.24,79.16,0.09,70,-0.14
888,Half-Minute Hero,180.10,171.27,161.44,18.66,0.09,0.10,180.10,0.09,171,-0.05
2573,Zero Time Dilemma,77.69,68.41,58.15,19.54,0.09,0.25,77.69,0.09,68,-0.15
2089,TASOMACHI - Behind the Twilight,126.47,116.94,105.77,20.7,0.09,0.16,126.47,0.09,116,-0.09
359,Code Vein,92.39,83.40,71.66,20.73,0.09,0.22,92.39,0.09,82,-0.13
1156,Lotus Lantern - Rescue Mother,61.46,52.35,40.31,21.15,0.09,0.34,61.46,0.09,51,-0.21
362,Cogs,58.48,48.06,36.85,21.63,0.09,0.37,58.48,0.09,48,-0.23
2312,Tomb Raider I II III Remastered Starring Lara Croft,67.79,57.86,45.40,22.39,0.09,0.33,67.79,0.09,57,-0.20
1819,Shadowrun Dragonfall,118.58,107.86,95.95,22.63,0.09,0.19,118.58,0.09,107,-0.11
1191,Mario & Luigi - Paper Jam,206.35,195.41,183.60,22.75,0.09,0.11,206.35,0.09,195,-0.06
1369,Nebuchadnezzar,87.26,76.45,63.96,23.3,0.09,0.27,87.26,0.09,76,-0.16
333,Chicago 1930,62.24,51.25,38.49,23.75,0.09,0.38,62.24,0.09,50,-0.24
1069,Kingdom Hearts - Re-Coded,185.81,175.28,161.99,23.82,0.09,0.13,185.81,0.09,174,-0.07
2143,The Darkness II,119.48,107.99,95.42,24.06,0.09,0.20,119.48,0.09,107,-0.11
2080,Tales of Graces F,191.04,180.24,166.65,24.39,0.09,0.13,191.04,0.09,179,-0.07
646,Etrian Odyssey II - Heroes of Lagaard,107.97,96.24,82.34,25.63,0.09,0.24,107.97,0.09,95,-0.14
1632,Quake II,62.03,50.29,35.89,26.14,0.09,0.42,62.03,0.09,49,-0.27
598,Dungeon Siege,75.55,62.54,48.78,26.77,0.09,0.35,75.55,0.09,62,-0.22
80,Anna's Quest,82.24,68.95,54.50,27.74,0.09,0.34,82.24,0.09,68,-0.21
2095,Teenage Mutant Ninja Turtles - The Cowabunga Collection,93.69,80.29,64.29,29.4,0.09,0.31,93.69,0.09,79,-0.19
382,Corpse Keeper,62.07,47.68,32.28,29.79,0.09,0.48,62.07,0.09,47,-0.32
1861,Silent Hill Origins,140.18,126.12,109.80,30.38,0.09,0.22,140.18,0.09,125,-0.12
1495,Paperboy,140.64,126.83,110.20,30.44,0.09,0.22,140.64,0.09,125,-0.12
1626,Punch-Out!!,114.77,100.69,83.83,30.94,0.09,0.27,114.77,0.09,99,-0.16
385,Costume Quest,108.69,93.62,77.42,31.27,0.09,0.29,108.69,0.09,93,-0.17
315,Castlevania Symphony of the Night,72.13,57.68,40.23,31.9,0.09,0.44,72.13,0.09,56,-0.29
1649,Raji - An Ancient Epic,99.19,84.17,66.90,32.29,0.09,0.33,99.19,0.09,83,-0.20
1668,Record of Lodoss War Deedlit in Wonder Labyrinth,172.28,157.49,139.31,32.97,0.09,0.19,172.28,0.09,156,-0.11
2420,Valkyrie Profile,206.42,190.57,173.44,32.98,0.09,0.16,206.42,0.09,190,-0.09
744,Fire Emblem - Path Of Radiance,109.88,94.13,76.83,33.05,0.09,0.30,109.88,0.09,93,-0.18
628,Empires of the Undergrowth,106.07,90.69,72.46,33.61,0.09,0.32,106.07,0.09,89,-0.19
941,Highly Likely,76.59,62.08,42.92,33.67,0.09,0.44,76.59,0.09,60,-0.29
997,Infected Shelter,102.51,85.72,67.99,34.52,0.09,0.34,102.51,0.09,85,-0.20
2348,Trine 5 - A Clockwork Conspiracy,113.45,96.72,78.83,34.62,0.09,0.31,113.45,0.09,96,-0.18
2326,Total War - Three Kingdoms,156.39,140.20,121.74,34.65,0.09,0.22,156.39,0.09,139,-0.13
1278,Metroid Prime,124.67,108.76,88.34,36.33,0.09,0.29,124.67,0.09,107,-0.17
1539,Phoenix Wright Ace Attorney - Justice For All,178.35,161.20,141.96,36.39,0.09,0.20,178.35,0.09,160,-0.11
1992,Strange Horticulture,81.93,63.82,44.06,37.87,0.09,0.46,81.93,0.09,63,-0.31
2400,Unrooted,57.01,40.22,18.80,38.21,0.09,0.67,57.01,0.09,38,-0.52
62,Alex Kidd in Miracle World DX,165.21,147.07,126.63,38.58,0.09,0.23,165.21,0.09,146,-0.13
1674,Red Faction II,167.33,148.65,128.32,39.01,0.09,0.23,167.33,0.09,148,-0.13
1068,Kingdom Hearts - Re-Chain of Memories,64.96,47.41,25.03,39.93,0.09,0.61,64.96,0.09,45,-0.45
70,American Fugitive,177.25,157.98,137.15,40.1,0.09,0.23,177.25,0.09,157,-0.13
282,Bulletstorm,120.10,101.82,79.99,40.11,0.09,0.33,120.10,0.09,100,-0.20
1036,Jet Li - Rise to Honor,61.03,41.25,19.25,41.78,0.09,0.68,61.03,0.09,40,-0.53
662,Expeditions - Rome,157.28,138.26,115.13,42.15,0.09,0.27,157.28,0.09,136,-0.16
1547,Pilgrims,64.89,45.56,22.51,42.38,0.09,0.65,64.89,0.09,44,-0.50
200,Bendy and the Ink Machine,59.75,40.34,17.30,42.45,0.09,0.71,59.75,0.09,39,-0.57
710,Final Fantasy Crystal Chronicles - Ring of Fates,166.55,145.37,123.04,43.51,0.09,0.26,166.55,0.09,145,-0.15
1694,Resident Evil 7,179.97,159.17,136.25,43.72,0.09,0.24,179.97,0.09,158,-0.14
1934,Spelunky 2,91.85,71.56,48.05,43.8,0.09,0.48,91.85,0.09,70,-0.32
1849,Shiren the Wanderer,122.36,102.23,78.55,43.81,0.09,0.36,122.36,0.09,100,-0.22
1931,SpellForce - Conquest of Eo,103.85,83.45,59.66,44.19,0.09,0.43,103.85,0.09,82,-0.27
1605,Professor Layton and the Last Specter,110.15,89.90,65.76,44.39,0.09,0.40,110.15,0.09,88,-0.26
1607,Professor Layton and The Miracle Mask,126.81,106.75,82.11,44.7,0.09,0.35,126.81,0.09,104,-0.22
107,Armored Core V,123.19,102.47,78.38,44.81,0.09,0.36,123.19,0.09,101,-0.22
1492,Paper Mario - The Thousand-Year Door,157.20,136.47,111.93,45.27,0.09,0.29,157.20,0.09,135,-0.17
1628,Pure,169.64,148.18,121.81,47.83,0.09,0.28,169.64,0.09,146,-0.17
563,Dragon Ball Z - Supersonic Warriors 2,125.01,101.30,76.45,48.56,0.09,0.39,125.01,0.09,101,-0.24
777,FRONT MISSION 1st - Remake,100.80,76.49,50.26,50.54,0.09,0.50,100.80,0.09,76,-0.34
90,Apotheon,74.33,47.35,19.25,55.08,0.09,0.74,74.33,0.09,47,-0.60
1224,Marvel's Midnight Suns,92.20,67.92,36.77,55.43,0.09,0.60,92.20,0.09,64,-0.44
2233,The Secret Saturdays - Beasts of the 5th Sun,111.75,87.73,56.24,55.51,0.09,0.50,111.75,0.09,84,-0.33
1373,Neighbors Back From Hell,114.84,87.36,58.63,56.21,0.09,0.49,114.84,0.09,87,-0.33
2191,The Legend of Zelda - Phantom Hourglass,148.00,122.35,91.49,56.51,0.09,0.38,148.00,0.09,120,-0.24
644,Etrian Mystery Dungeon,153.20,125.97,95.84,57.36,0.09,0.37,153.20,0.09,125,-0.23
2002,Stuntman Ignition,136.71,109.67,79.27,57.44,0.09,0.42,136.71,0.09,108,-0.27
1057,Kill.Switch,118.99,92.76,59.76,59.23,0.09,0.50,118.99,0.09,89,-0.34
533,DmC Devil May Cry,141.15,113.66,81.86,59.29,0.09,0.42,141.15,0.09,112,-0.27
1586,Potion Craft Alchemist Simulator,143.38,113.43,80.93,62.45,0.09,0.44,143.38,0.09,112,-0.28
1894,Smelter,153.61,124.53,90.63,62.98,0.09,0.41,153.61,0.09,122,-0.26
1017,It Takes Two,164.04,135.88,100.19,63.85,0.09,0.39,164.04,0.09,132,-0.24
1902,Solium Infernum,170.29,138.54,104.45,65.84,0.09,0.39,170.29,0.09,137,-0.24
1056,Kill It With Fire,167.04,135.78,99.98,67.06,0.09,0.40,167.04,0.09,134,-0.25
880,Gunpey DS,168.73,137.84,98.13,70.6,0.09,0.42,168.73,0.09,133,-0.27
2098,Teenage Mutant Ninja Turtles 3 - Mutant Nightmare,131.67,98.00,60.67,71,0.09,0.54,131.67,0.09,96,-0.37
1557,PlateUp,171.59,137.36,100.27,71.32,0.09,0.42,171.59,0.09,136,-0.26
2459,WarioWare Move It!,175.95,142.52,103.68,72.27,0.09,0.41,175.95,0.09,140,-0.26
784,Fuga - Melodies of Steel 2,164.72,124.88,83.11,81.61,0.09,0.50,164.72,0.09,124,-0.33
555,Dragon Ball FighterZ,163.41,125.19,81.26,82.15,0.09,0.50,163.41,0.09,122,-0.34
816,Giana Sisters - Twisted Dreams,142.08,103.81,58.52,83.56,0.09,0.59,142.08,0.09,100,-0.42
1125,Like a Dragon - Ishin,145.99,107.46,61.64,84.35,0.09,0.58,145.99,0.09,104,-0.41
1215,Mario Tennis,169.68,132.18,84.45,85.23,0.09,0.50,169.68,0.09,127,-0.34
678,Fallout Tactics - Brotherhood of Steel,136.14,93.61,42.57,93.57,0.09,0.69,136.14,0.09,89,-0.53
