Index,Title,RED,GREEN,BLUE,CLUSTERS,HUE,SATURATION,VALUE,HUE,LUMO,SATURATION 2
67,Alundra 2,63.83,63.41,82.85,19.44,0.67,0.23,82.85,0.67,73,-0.13
1002,Inked,162.10,161.19,188.46,27.27,0.67,0.14,188.46,0.67,175,-0.08
1505,Party Hard 2,117.52,116.61,144.05,27.44,0.67,0.19,144.05,0.67,130,-0.11
655,Evergate,108.89,108.39,141.43,33.04,0.67,0.23,141.43,0.67,125,-0.13
138,Astral Chain,79.00,79.05,114.42,35.42,0.67,0.31,114.42,0.67,97,-0.19
1775,SANABI,96.39,96.58,169.05,72.66,0.67,0.43,169.05,0.67,133,-0.28
2359,Turok 3 - Shadow of Oblivion,67.46,67.29,70.61,3.32,0.68,0.05,70.61,0.68,69,-0.02
2548,Year Walk,136.72,136.49,140.23,3.74,0.68,0.03,140.23,0.68,138,-0.01
2110,Tell Me Why,81.73,81.37,85.13,3.76,0.68,0.04,85.13,0.68,83,-0.02
152,Ayre,150.12,149.71,155.68,5.97,0.68,0.04,155.68,0.68,153,-0.02
1630,Qomp2,62.54,62.15,69.34,7.19,0.68,0.10,69.34,0.68,66,-0.06
218,Black Skylands,119.11,118.29,129.91,11.62,0.68,0.09,129.91,0.68,124,-0.05
1964,Star Wars - Jedi Fallen Order,78.50,77.67,90.74,13.07,0.68,0.14,90.74,0.68,84,-0.08
723,Final Fantasy Tactics A2 - Grimoire of the Rift,157.80,156.70,170.31,13.61,0.68,0.08,170.31,0.68,164,-0.04
21,A Space For the Unbound,117.09,116.10,133.03,16.93,0.68,0.13,133.03,0.68,125,-0.07
2086,Tandem - A Tale of Shadows,46.81,45.86,64.40,18.54,0.68,0.29,64.40,0.68,55,-0.17
1541,Phoenotopia Awakening,83.24,81.08,102.89,21.81,0.68,0.21,102.89,0.68,92,-0.12
2350,Trinity Fusion,60.45,58.91,81.52,22.61,0.68,0.28,81.52,0.68,70,-0.16
1881,SkyGunner,93.90,90.59,140.81,50.22,0.68,0.36,140.81,0.68,116,-0.22
2211,The Messenger,103.08,98.30,153.57,55.27,0.68,0.36,153.57,0.68,126,-0.22
455,Dead Space 3,171.65,171.30,174.03,2.73,0.69,0.02,174.03,0.69,173,-0.01
927,Helldivers,71.51,70.03,81.86,11.83,0.69,0.14,81.86,0.69,76,-0.08
442,DarQ,53.50,51.35,64.21,12.86,0.69,0.20,64.21,0.69,58,-0.11
675,Fallout 2,51.04,48.61,64.63,16.02,0.69,0.25,64.63,0.69,57,-0.14
393,Crash Bandicoot 4 - It's About Time,97.88,95.24,112.29,17.05,0.69,0.15,112.29,0.69,104,-0.08
1912,Sonic Adventure DX,149.06,145.28,168.71,23.43,0.69,0.14,168.71,0.69,157,-0.08
1913,Sonic Adventure,149.06,145.28,168.71,23.43,0.69,0.14,168.71,0.69,157,-0.08
1290,Mineko's Night Market,82.43,78.09,104.31,26.22,0.69,0.25,104.31,0.69,91,-0.15
603,Dungeons of Hinterberg,130.35,126.52,154.84,28.32,0.69,0.18,154.84,0.69,141,-0.10
1683,Republique,66.01,62.45,93.86,31.41,0.69,0.33,93.86,0.69,78,-0.20
6,3000th Duel,84.99,79.48,113.68,34.2,0.69,0.30,113.68,0.69,97,-0.18
1693,Resident Evil 6,15.94,11.89,46.11,34.22,0.69,0.74,46.11,0.69,29,-0.61
2265,Theatrhythm Final Bar Line,62.49,57.15,95.60,38.45,0.69,0.40,95.60,0.69,76,-0.26
1422,No Straight Roads,104.01,98.14,137.02,38.88,0.69,0.28,137.02,0.69,118,-0.17
1012,Invector - Rhythm Galaxy,64.74,59.35,102.36,43.01,0.69,0.42,102.36,0.69,81,-0.27
1706,Retrowave,72.87,62.42,138.84,76.42,0.69,0.55,138.84,0.69,101,-0.38
1469,Ori and the Will of the Wisps,80.80,72.25,149.12,76.87,0.69,0.52,149.12,0.69,111,-0.35
2063,Syphon Filter - Logan's Shadow,53.36,52.96,55.07,2.11,0.70,0.04,55.07,0.70,54,-0.02
1070,Kingdom Hearts 3D - Dream Drop Distance,154.38,153.91,156.26,2.35,0.70,0.02,156.26,0.70,155,-0.01
2264,The World Ends With You,71.74,71.18,73.75,2.57,0.70,0.03,73.75,0.70,72,-0.02
1795,Sekiro - Shadows Die Twice,51.61,50.54,55.49,4.95,0.70,0.09,55.49,0.70,53,-0.05
711,Final Fantasy Explorers 2,81.40,79.49,88.01,8.52,0.70,0.10,88.01,0.70,84,-0.05
1244,Medievil,55.96,54.31,63.57,9.26,0.70,0.15,63.57,0.70,59,-0.08
135,Asterigos - Curse of the Stars,69.65,67.81,77.76,9.95,0.70,0.13,77.76,0.70,73,-0.07
1414,Nioh,85.94,83.49,94.71,11.22,0.70,0.12,94.71,0.70,89,-0.06
2133,The Blackwell Epiphany,48.37,45.69,58.68,12.99,0.70,0.22,58.68,0.70,52,-0.13
898,Hannah's Day,127.55,124.64,140.81,16.17,0.70,0.11,140.81,0.70,133,-0.06
206,BIOMORPH,35.69,32.03,49.24,17.21,0.70,0.35,49.24,0.70,41,-0.22
2521,Worms W.M.D,124.40,120.67,141.15,20.48,0.70,0.15,141.15,0.70,131,-0.08
1911,Sonic Adventure 2,134.97,130.80,153.97,23.17,0.70,0.15,153.97,0.70,142,-0.08
1072,Kingdom Hearts HD 2.5 ReMIX,110.86,105.04,132.25,27.21,0.70,0.21,132.25,0.70,119,-0.12
1164,Lumote - The Mastermote Chronicles,56.20,50.79,78.57,27.78,0.70,0.35,78.57,0.70,65,-0.22
1639,Rabbit and Steel,82.84,76.28,111.84,35.56,0.70,0.32,111.84,0.70,94,-0.19
97,Arc the Lad,87.53,80.88,117.37,36.49,0.70,0.31,117.37,0.70,99,-0.19
815,Ghostwire - Tokyo,87.69,76.38,139.27,62.89,0.70,0.45,139.27,0.70,108,-0.29
1995,Strayed Lights,72.91,56.93,129.77,72.84,0.70,0.56,129.77,0.70,93,-0.39
1114,Let's! Revolution!,111.86,96.22,172.69,76.47,0.70,0.44,172.69,0.70,134,-0.29
982,If Found,112.28,88.85,192.29,103.44,0.70,0.54,192.29,0.70,141,-0.37
948,Hitman,194.86,194.66,195.42,0.76,0.71,0.00,195.42,0.71,195,0.00
768,Fossil Fighters - Champions,116.10,115.54,117.61,2.07,0.71,0.02,117.61,0.71,117,-0.01
2381,Uncharted - The Lost Legacy,44.72,43.40,48.02,4.62,0.71,0.10,48.02,0.71,46,-0.05
343,Chorus,58.64,56.75,64.58,7.83,0.71,0.12,64.58,0.71,61,-0.07
822,Gloomhaven,49.72,47.57,56.61,9.04,0.71,0.16,56.61,0.71,52,-0.09
1809,Shadow Hearts,88.49,85.70,95.47,9.77,0.71,0.10,95.47,0.71,91,-0.05
1672,Red Dead Revolver,108.74,105.84,116.31,10.47,0.71,0.09,116.31,0.71,111,-0.05
2391,Unicorn Overlord,114.21,110.58,124.54,13.96,0.71,0.11,124.54,0.71,118,-0.06
696,FE,31.28,27.52,42.86,15.34,0.71,0.36,42.86,0.71,35,-0.22
2499,Windbound,120.36,114.40,137.85,23.45,0.71,0.17,137.85,0.71,126,-0.09
609,Earthnight,100.89,92.22,123.54,31.32,0.71,0.25,123.54,0.71,108,-0.15
556,Dragon Ball Sparking Zero,122.21,113.26,146.34,33.08,0.71,0.23,146.34,0.71,130,-0.13
656,Everhood,50.31,40.11,76.01,35.9,0.71,0.47,76.01,0.71,58,-0.31
2267,There is No Game Wrong Dimension,91.41,82.85,119.29,36.44,0.71,0.31,119.29,0.71,101,-0.18
2189,The Legend of Zelda - Majora's Mask,121.47,109.45,153.16,43.71,0.71,0.29,153.16,0.71,131,-0.17
2557,You Suck at Parking,127.73,112.59,165.08,52.49,0.71,0.32,165.08,0.71,139,-0.19
587,Dreams,34.41,19.73,80.16,60.43,0.71,0.75,80.16,0.71,50,-0.62
2316,Tony Hawks Pro Skater 1+2,88.66,88.07,89.76,1.69,0.72,0.02,89.76,0.72,89,-0.01
1105,Legacy of Ys - Books I & II,211.90,210.91,213.77,2.86,0.72,0.01,213.77,0.72,212,-0.01
2185,The Legend of Tianding,76.72,75.65,78.85,3.2,0.72,0.04,78.85,0.72,77,-0.02
1376,NEO - The World Ends with You,57.76,56.34,60.74,4.4,0.72,0.07,60.74,0.72,59,-0.04
244,Blue Fire,64.68,63.24,68.00,4.76,0.72,0.07,68.00,0.72,66,-0.04
1307,Monster Hunter Freedom 2,173.82,172.15,177.08,4.93,0.72,0.03,177.08,0.72,175,-0.01
1230,Mass Effect 3,67.01,64.08,72.79,8.71,0.72,0.12,72.79,0.72,68,-0.06
1287,Minds Beneath Us,45.80,42.59,53.04,10.45,0.72,0.20,53.04,0.72,48,-0.11
536,Dome Keeper,73.25,69.67,80.61,10.94,0.72,0.14,80.61,0.72,75,-0.07
189,Bayonetta Origins Cereza and the Lost Demon,55.91,51.15,65.19,14.04,0.72,0.22,65.19,0.72,58,-0.12
2356,Turok - Dinosaur Hunter,86.49,80.80,97.58,16.78,0.72,0.17,97.58,0.72,89,-0.10
625,Eldest Souls,45.72,40.46,58.15,17.69,0.72,0.30,58.15,0.72,49,-0.18
668,F1 Race Stars,135.59,129.61,149.47,19.86,0.72,0.13,149.47,0.72,140,-0.07
11,9 Years of Shadows,62.21,55.88,77.21,21.33,0.72,0.28,77.21,0.72,67,-0.16
1608,Professor Layton vs. Phoenix Wright - Ace Attorney,144.52,136.88,158.91,22.03,0.72,0.14,158.91,0.72,148,-0.07
1919,Sonic Rush,159.87,152.54,175.08,22.54,0.72,0.13,175.08,0.72,164,-0.07
1844,Shin Megami Tensei Persona,113.85,106.21,130.02,23.81,0.72,0.18,130.02,0.72,118,-0.10
1507,Patapon 2,117.93,108.80,135.50,26.7,0.72,0.20,135.50,0.72,122,-0.11
2285,Time Loader,76.21,67.98,95.62,27.64,0.72,0.29,95.62,0.72,82,-0.17
413,CRYMACHINA,151.92,141.12,172.93,31.81,0.72,0.18,172.93,0.72,157,-0.10
2206,The Mageseeker - A League of Legends Story,99.27,88.06,122.07,34.01,0.72,0.28,122.07,0.72,105,-0.16
1781,Sayonara Wild Hearts,39.53,21.08,80.50,59.42,0.72,0.74,80.50,0.72,51,-0.60
843,Gotham Knights,93.27,74.26,134.85,60.59,0.72,0.45,134.85,0.72,105,-0.29
1802,Severed Steel,110.34,83.08,164.75,81.67,0.72,0.50,164.75,0.72,124,-0.33
1387,New Super Mario Bros Wii,126.20,125.22,127.78,2.56,0.73,0.02,127.78,0.73,127,-0.01
124,Assassin's Creed Chronicles,151.30,150.35,153.01,2.66,0.73,0.02,153.01,0.73,152,-0.01
1818,Shadowgate 64 - Trials of the Four Towers,31.75,30.66,33.54,2.88,0.73,0.09,33.54,0.73,32,-0.05
550,Double Dragon Neon,110.92,108.69,114.56,5.87,0.73,0.05,114.56,0.73,112,-0.03
335,Chicory - A Colorful Tale,176.71,173.83,181.70,7.87,0.73,0.04,181.70,0.73,178,-0.02
2088,Tape to Tape,108.18,104.98,114.00,9.02,0.73,0.08,114.00,0.73,109,-0.04
1430,Oblivion Override,87.63,83.67,94.46,10.79,0.73,0.11,94.46,0.73,89,-0.06
151,Axiom Verge,36.44,32.34,43.86,11.52,0.73,0.26,43.86,0.73,38,-0.16
253,Borderlands - The Pre-Sequel,84.18,79.62,91.29,11.67,0.73,0.13,91.29,0.73,85,-0.07
2107,TEKKEN 8,47.40,42.67,55.07,12.4,0.73,0.23,55.07,0.73,49,-0.13
1500,Paradise Killer,98.76,92.75,109.65,16.9,0.73,0.15,109.65,0.73,101,-0.08
994,Infamous 2,85.45,78.84,96.61,17.77,0.73,0.18,96.61,0.73,88,-0.10
469,Deathbulge - Battle of the Bands,107.42,99.41,120.93,21.52,0.73,0.18,120.93,0.73,110,-0.10
2140,The Company Man,122.64,112.98,137.06,24.08,0.73,0.18,137.06,0.73,125,-0.10
772,Freedom Planet,128.53,117.03,145.55,28.52,0.73,0.20,145.55,0.73,131,-0.11
1009,Into the Breach,62.52,50.68,83.80,33.12,0.73,0.40,83.80,0.73,67,-0.25
1150,Lost in Random,89.37,77.02,111.49,34.47,0.73,0.31,111.49,0.73,94,-0.18
2294,Tinykin,116.31,100.59,139.05,38.46,0.73,0.28,139.05,0.73,120,-0.16
1850,Shovel Knight Dig,76.36,59.79,102.84,43.05,0.73,0.42,102.84,0.73,81,-0.27
1521,Perennial Order,27.34,5.90,66.30,60.4,0.73,0.91,66.30,0.73,36,-0.86
1874,Skul - The Hero Slayer,83.81,53.60,132.63,79.03,0.73,0.60,132.63,0.73,93,-0.43
2441,Void Bastards,66.83,63.03,71.12,8.09,0.74,0.11,71.12,0.74,67,-0.06
2138,The Coma - Cutting Class,53.66,50.12,58.54,8.42,0.74,0.14,58.54,0.74,54,-0.08
1223,MARVEL vs CAPCOM FCAC,122.47,118.77,127.22,8.45,0.74,0.07,127.22,0.74,123,-0.03
1225,Marvel's Spider-Man Miles Morales,48.07,44.02,53.90,9.88,0.74,0.18,53.90,0.74,49,-0.10
1724,Risk of Rain,52.82,46.87,61.06,14.19,0.74,0.23,61.06,0.74,54,-0.13
1761,Saints Row - The Third,80.45,73.05,89.46,16.41,0.74,0.18,89.46,0.74,81,-0.10
2443,Volume,131.10,122.70,142.91,20.21,0.74,0.14,142.91,0.74,133,-0.08
2457,WarioWare Get It Together,128.98,117.38,143.77,26.39,0.74,0.18,143.77,0.74,131,-0.10
1221,Marvel Ultimate alliance 3 The Black Order,73.37,60.54,89.11,28.57,0.74,0.32,89.11,0.74,75,-0.19
765,Foregone,83.57,69.17,99.89,30.72,0.74,0.31,99.89,0.74,85,-0.18
1466,Oninaki,111.48,110.73,112.17,1.44,0.75,0.01,112.17,0.75,111,-0.01
1688,Resident Evil 3 - Nemesis,49.30,47.48,51.23,3.75,0.75,0.07,51.23,0.75,49,-0.04
1538,Phoenix Wright Ace Attorney - Dual Destinies,109.03,105.77,112.03,6.26,0.75,0.06,112.03,0.75,109,-0.03
1241,MDK,133.03,129.40,136.76,7.36,0.75,0.05,136.76,0.75,133,-0.03
94,Aragami,105.87,101.87,110.02,8.15,0.75,0.07,110.02,0.75,106,-0.04
1551,Pinstripe,38.14,33.91,42.88,8.97,0.75,0.21,42.88,0.75,38,-0.12
2470,We Happy Few,50.93,45.66,56.57,10.91,0.75,0.19,56.57,0.75,51,-0.11
2467,Watch Dogs Legion,63.44,54.93,71.98,17.05,0.75,0.24,71.98,0.75,63,-0.14
1903,Song of Farca,62.29,53.05,71.75,18.7,0.75,0.26,71.75,0.75,62,-0.15
1061,Kine,91.95,80.11,105.29,25.18,0.75,0.24,105.29,0.75,93,-0.14
1404,NiGHTS - Journey of Dreams,86.40,63.43,107.34,43.91,0.75,0.41,107.34,0.75,85,-0.26
968,Hyper Light Drifter,86.81,65.10,110.17,45.07,0.75,0.41,110.17,0.75,88,-0.26
1396,NIDUS,92.34,62.50,124.00,61.5,0.75,0.50,124.00,0.75,93,-0.33
1506,Party Hard,64.84,23.09,102.24,79.15,0.75,0.77,102.24,0.75,63,-0.64
1522,Perfect Dark,24.74,23.06,25.97,2.91,0.76,0.11,25.97,0.76,25,-0.06
1631,Qomp,36.20,34.34,37.57,3.23,0.76,0.09,37.57,0.76,36,-0.05
669,Fable Anniversary,160.88,158.67,162.80,4.13,0.76,0.03,162.80,0.76,161,-0.01
1689,Resident Evil 3 Remake,43.95,40.57,46.51,5.94,0.76,0.13,46.51,0.76,44,-0.07
504,Digimon Survive,105.67,101.37,109.42,8.05,0.76,0.07,109.42,0.76,105,-0.04
1525,Persona 2 - Innocent Sin,133.61,128.92,137.53,8.61,0.76,0.06,137.53,0.76,133,-0.03
2289,Timesplitters 2,114.92,110.11,118.90,8.79,0.76,0.07,118.90,0.76,115,-0.04
2464,Wasteland 3,110.67,105.55,114.70,9.15,0.76,0.08,114.70,0.76,110,-0.04
1684,Resident Evil - Code Veronica X,72.73,66.64,77.44,10.8,0.76,0.14,77.44,0.76,72,-0.08
2377,Umurangi Generation,86.97,79.11,93.10,13.99,0.76,0.15,93.10,0.76,86,-0.08
1489,Panzer Dragoon,129.73,120.28,137.72,17.44,0.76,0.13,137.72,0.76,129,-0.07
408,CrossCode,110.05,98.64,120.06,21.42,0.76,0.18,120.06,0.76,109,-0.10
1994,Stray Gods - The Roleplaying Musical,68.83,54.53,80.47,25.94,0.76,0.32,80.47,0.76,68,-0.20
1651,Ratchet & Clank - Rift Apart,115.27,99.04,128.22,29.18,0.76,0.23,128.22,0.76,114,-0.13
1406,Nihilumbra,35.70,18.24,48.50,30.26,0.76,0.62,48.50,0.76,33,-0.47
680,Far Cry 3 - Blood Dragon,81.11,57.74,97.36,39.62,0.76,0.41,97.36,0.76,78,-0.26
1963,Star Renegades,86.52,61.47,104.40,42.93,0.76,0.41,104.40,0.76,83,-0.26
304,Cassette Beasts,149.08,116.62,173.00,56.38,0.76,0.33,173.00,0.76,145,-0.20
717,Final Fantasy IV - The Complete Collection,210.48,210.47,210.49,0.02,0.77,0.00,210.49,0.77,210,0.00
1889,Slime Rancher,128.30,123.97,130.97,7,0.77,0.05,130.97,0.77,127,-0.03
805,Gex - Enter the Gecko,105.86,96.10,111.92,15.82,0.77,0.14,111.92,0.77,104,-0.08
663,Extermination,185.93,175.38,191.90,16.52,0.77,0.09,191.90,0.77,184,-0.05
661,Exo One,144.71,131.50,152.16,20.66,0.77,0.14,152.16,0.77,142,-0.07
630,Enchanted Portals,151.67,137.67,160.83,23.16,0.77,0.14,160.83,0.77,149,-0.08
2271,This is the Police,119.20,99.95,130.99,31.04,0.77,0.24,130.99,0.77,115,-0.14
1343,My Brother Rabbit,104.69,80.59,120.03,39.44,0.77,0.33,120.03,0.77,100,-0.20
259,Boyfriend Dungeon,117.90,87.43,136.51,49.08,0.77,0.36,136.51,0.77,112,-0.22
1340,Muse Dash,158.28,108.19,189.21,81.02,0.77,0.43,189.21,0.77,149,-0.27
848,Grand Theft Auto - Vice City Stories,147.95,146.86,148.42,1.56,0.78,0.01,148.42,0.78,148,-0.01
1750,Rune Factory 5,158.84,155.42,160.26,4.84,0.78,0.03,160.26,0.78,158,-0.02
2389,Unexplored 2 - The Wayfarers Legacy,85.73,75.35,90.05,14.7,0.78,0.16,90.05,0.78,83,-0.09
749,Fire Emblem Engage,154.52,143.18,159.86,16.68,0.78,0.10,159.86,0.78,152,-0.06
2479,What Comes After,81.53,69.86,87.42,17.56,0.78,0.20,87.42,0.78,79,-0.11
1997,Street Fighter 6,78.90,63.25,86.62,23.37,0.78,0.27,86.62,0.78,75,-0.16
2346,Trine 3 - The Artifacts of Power,101.96,82.74,111.79,29.05,0.78,0.26,111.79,0.78,97,-0.15
1473,Out There,78.25,52.99,91.44,38.45,0.78,0.42,91.44,0.78,72,-0.27
699,Fighter Destiny 2,115.86,88.95,128.68,39.73,0.78,0.31,128.68,0.78,109,-0.18
2,1000xRESIST,169.37,137.18,182.89,45.71,0.78,0.25,182.89,0.78,160,-0.14
2100,Teenage Zombies - Invasion of the Alien Brain Thingys!,47.02,46.68,47.14,0.46,0.79,0.01,47.14,0.79,47,-0.01
1004,Inscryption,20.42,17.83,21.39,3.56,0.79,0.17,21.39,0.79,20,-0.10
1513,Pathfinder - Wrath of the Righteous,78.62,75.48,79.64,4.16,0.79,0.05,79.64,0.79,78,-0.03
2397,Unreal Tournament 2004,106.17,103.10,107.39,4.29,0.79,0.04,107.39,0.79,105,-0.02
1111,LEGO Star Wars - The Skywalker Saga,112.17,108.27,113.39,5.12,0.79,0.05,113.39,0.79,111,-0.02
3,13 Sentinels - Aegis Rim,133.32,128.97,134.90,5.93,0.79,0.04,134.90,0.79,132,-0.02
516,Dishonored - Death of the Outsider,69.57,62.47,72.37,9.9,0.79,0.14,72.37,0.79,67,-0.07
237,Bloody Roar - Primal Fury,61.23,53.49,63.63,10.14,0.79,0.16,63.63,0.79,59,-0.09
600,Dungeons 3,83.46,74.32,86.24,11.92,0.79,0.14,86.24,0.79,80,-0.08
2128,The Banner Saga 3,101.13,80.52,107.69,27.17,0.79,0.25,107.69,0.79,94,-0.15
111,Army of Ruin,99.60,77.05,107.06,30.01,0.79,0.28,107.06,0.79,92,-0.16
1042,Jusant,174.10,150.66,182.76,32.1,0.79,0.18,182.76,0.79,167,-0.10
425,Dandy Ace,69.70,44.12,78.50,34.38,0.79,0.44,78.50,0.79,61,-0.29
1256,Melatonin,155.15,126.03,166.03,40,0.79,0.24,166.03,0.79,146,-0.14
1624,Punch Club 2 - Fast Forward,122.25,84.19,133.82,49.63,0.79,0.37,133.82,0.79,109,-0.23
1537,Phoenix Wright - Ace Attorney,142.33,140.79,142.69,1.9,0.80,0.01,142.69,0.80,142,-0.01
1667,Record of Agarest War,145.17,138.00,147.09,9.09,0.80,0.06,147.09,0.80,143,-0.03
1957,Star Fox Adventures,88.46,79.75,90.92,11.17,0.80,0.12,90.92,0.80,85,-0.07
741,Final Fantasy,36.86,27.98,39.37,11.39,0.80,0.29,39.37,0.80,34,-0.17
2224,The Red Star,112.46,100.83,115.39,14.56,0.80,0.13,115.39,0.80,108,-0.07
2372,UFO Robot Grendizer - The Feast of the Wolves,124.35,112.01,127.59,15.58,0.80,0.12,127.59,0.80,120,-0.07
1731,RoboCop Rogue City,85.32,71.96,88.82,16.86,0.80,0.19,88.82,0.80,80,-0.11
838,Gone Home,43.46,25.83,47.87,22.04,0.80,0.46,47.87,0.80,37,-0.31
2130,The Big Con,106.49,86.73,111.85,25.12,0.80,0.22,111.85,0.80,99,-0.13
762,For the King - Lost Civilization,116.24,80.87,125.00,44.13,0.80,0.35,125.00,0.80,103,-0.22
2055,Sword of the Necromancer,124.00,85.58,133.67,48.09,0.80,0.36,133.67,0.80,110,-0.22
964,HunterX,131.86,29.99,156.57,126.58,0.80,0.81,156.57,0.80,93,-0.69
299,Captain Toad Treasure Tracker,161.61,158.98,162.04,3.06,0.81,0.02,162.04,0.81,161,-0.01
1041,Judgment,91.31,87.82,91.92,4.1,0.81,0.04,91.92,0.81,90,-0.02
397,Crash Tag Team Racing,89.50,83.03,90.50,7.47,0.81,0.08,90.50,0.81,87,-0.04
2287,Timespinner,110.19,99.44,112.22,12.78,0.81,0.11,112.22,0.81,106,-0.06
1530,Persona 5 Strikers,85.09,72.35,86.76,14.41,0.81,0.17,86.76,0.81,80,-0.09
866,Griftlands,91.02,72.89,93.74,20.85,0.81,0.22,93.74,0.81,83,-0.13
1424,No Umbrellas Allowed,119.74,92.33,123.72,31.39,0.81,0.25,123.72,0.81,108,-0.15
1058,Killer Frequency,78.71,42.45,83.53,41.08,0.81,0.49,83.53,0.81,63,-0.33
1095,Last Ranker,111.75,108.53,112.01,3.48,0.82,0.03,112.01,0.82,110,-0.02
1927,Spaceland,80.17,74.57,80.77,6.2,0.82,0.08,80.77,0.82,78,-0.04
590,Driver,122.85,116.47,123.22,6.75,0.82,0.05,123.22,0.82,120,-0.03
1454,One More Gate - A Wakfu Legend,108.08,100.42,108.62,8.2,0.82,0.08,108.62,0.82,105,-0.04
76,Anger Foot,96.67,85.94,97.62,11.68,0.82,0.12,97.62,0.82,92,-0.06
1255,Mega Man X8,115.80,104.10,116.80,12.7,0.82,0.11,116.80,0.82,110,-0.06
537,Don't Starve,100.47,87.95,102.00,14.05,0.82,0.14,102.00,0.82,95,-0.07
2197,The Long Dark,92.93,78.52,93.80,15.28,0.82,0.16,93.80,0.82,86,-0.09
903,Harmony - The Fall of Reverie,131.00,116.51,132.27,15.76,0.82,0.12,132.27,0.82,124,-0.06
1298,Mirror's Edge - Catalyst,130.58,112.96,131.94,18.98,0.82,0.14,131.94,0.82,122,-0.08
1803,Severed,59.06,40.76,60.08,19.32,0.82,0.32,60.08,0.82,50,-0.20
488,Detroit - Become Human,130.88,110.63,132.72,22.09,0.82,0.17,132.72,0.82,122,-0.09
1393,Nickelodeon All-Star Brawl,123.32,94.62,125.30,30.68,0.82,0.24,125.30,0.82,110,-0.14
475,DEEMO -Reborn-,39.97,37.53,39.97,2.44,0.83,0.06,39.97,0.83,39,-0.03
1371,Need for Speed Carbon,79.32,74.48,79.31,4.84,0.83,0.06,79.32,0.83,77,-0.03
1123,Lightning Warrior Raidy III,136.03,120.62,136.51,15.89,0.83,0.12,136.51,0.83,129,-0.06
2298,Title Pending,49.30,32.65,49.65,17,0.83,0.34,49.65,0.83,41,-0.21
515,Disgaea DS,102.69,83.90,102.97,19.07,0.83,0.19,102.97,0.83,93,-0.10
774,Frog Detective 2 - The Case of the Invisible Wizard,96.27,76.41,97.18,20.77,0.83,0.21,97.18,0.83,87,-0.12
1924,Source of Madness Insanity,64.11,40.50,64.50,24,0.83,0.37,64.50,0.83,53,-0.23
1472,Out of Space,97.08,73.49,97.89,24.4,0.83,0.25,97.89,0.83,86,-0.14
2014,Summoner 2,119.39,89.68,120.03,30.35,0.83,0.25,120.03,0.83,105,-0.15
1227,Marvels Guardians of the Galaxy,113.93,77.00,113.60,36.93,0.83,0.32,113.93,0.83,95,-0.20
2519,World to the West,125.31,122.11,125.12,3.2,0.84,0.03,125.31,0.84,124,-0.01
2108,Tekken Tag Tournament 2,56.96,52.78,56.70,4.18,0.84,0.07,56.96,0.84,55,-0.04
1289,Minecraft Legends,112.47,107.46,112.14,5.01,0.84,0.04,112.47,0.84,110,-0.02
2373,Ultimate Ghosts N Goblins,104.90,98.67,104.75,6.23,0.84,0.06,104.90,0.84,102,-0.03
448,Dead Cells,120.46,106.17,120.29,14.29,0.84,0.12,120.46,0.84,113,-0.06
746,Fire Emblem - Three Houses,128.42,107.25,127.93,21.17,0.84,0.16,128.42,0.84,118,-0.09
1779,Savant,139.88,118.39,138.84,21.49,0.84,0.15,139.88,0.84,129,-0.08
1129,Lithium City,93.10,41.12,92.27,51.98,0.84,0.56,93.10,0.84,67,-0.39
42,Afterparty,73.51,18.50,72.42,55.01,0.84,0.75,73.51,0.84,46,-0.61
1536,Phoenix Wright - Ace Attorney Trilogy,133.03,128.45,132.61,4.58,0.85,0.03,133.03,0.85,131,-0.02
1784,Scars Above,96.85,89.52,95.94,7.33,0.85,0.08,96.85,0.85,93,-0.04
1851,Shovel Knight,57.93,47.74,56.65,10.19,0.85,0.18,57.93,0.85,53,-0.10
1049,Kaze and the Wild Masks,115.88,103.45,114.75,12.43,0.85,0.11,115.88,0.85,110,-0.06
1010,Intravenous 2,45.52,28.05,43.58,17.47,0.85,0.38,45.52,0.85,37,-0.24
2124,The Artful Escape,146.22,127.70,144.86,18.52,0.85,0.13,146.22,0.85,137,-0.07
2225,The Red Strings Club,79.79,53.23,76.78,26.56,0.85,0.33,79.79,0.85,67,-0.20
665,Extreme-G,95.45,58.86,91.91,36.59,0.85,0.38,95.45,0.85,77,-0.24
945,Hitman 2 - Silent Assassin,168.73,167.83,168.58,0.9,0.86,0.01,168.73,0.86,168,0.00
1166,Lunar - Dragon Song,143.36,139.21,142.65,4.15,0.86,0.03,143.36,0.86,141,-0.01
1024,Jade Cocoon 2,64.41,57.93,63.37,6.48,0.86,0.10,64.41,0.86,61,-0.05
1202,Mario Kart 64,121.12,112.49,119.80,8.63,0.86,0.07,121.12,0.86,117,-0.04
1971,Starcraft II - Heart of the Swarm,49.41,35.82,47.45,13.59,0.86,0.28,49.41,0.86,43,-0.16
2302,TOHU,175.30,159.95,172.62,15.35,0.86,0.09,175.30,0.86,168,-0.05
1540,Phoenix Wright Ace Attorney - Spirit of Justice,142.12,126.13,139.23,15.99,0.86,0.11,142.12,0.86,134,-0.06
415,Crypt of the Necrodancer,79.42,46.55,74.47,32.87,0.86,0.41,79.42,0.86,63,-0.27
2109,Tekken Tag Tournament,128.31,124.28,127.43,4.03,0.87,0.03,128.31,0.87,126,-0.02
202,Between Horizons,81.54,73.94,79.73,7.6,0.87,0.09,81.54,0.87,78,-0.05
